structure,type,seas_adj,date,value
ks_i42_fin_pos_exp_q,index,na,1992-04-01,-26.454657034209134
ks_i42_fin_pos_exp_q,index,na,1992-07-01,-32.196442659981365
ks_i42_fin_pos_exp_q,index,na,1992-10-01,-30.79749510788703
ks_i42_fin_pos_exp_q,index,na,1993-01-01,-32.396378680454816
ks_i42_fin_pos_exp_q,index,na,1993-04-01,-21.305165690961022
ks_i42_fin_pos_exp_q,index,na,1993-07-01,-23.652020202053784
ks_i42_fin_pos_exp_q,index,na,1993-10-01,-19.60467259404674
ks_i42_fin_pos_exp_q,index,na,1994-01-01,-18.984548677283232
ks_i42_fin_pos_exp_q,index,na,1994-04-01,-17.34339216793073
ks_i42_fin_pos_exp_q,index,na,1994-07-01,-19.342931495129072
ks_i42_fin_pos_exp_q,index,na,1994-10-01,-24.58539714498348
ks_i42_fin_pos_exp_q,index,na,1995-01-01,-36.395260112222154
ks_i42_fin_pos_exp_q,index,na,1995-04-01,-19.819075031722594
ks_i42_fin_pos_exp_q,index,na,1995-07-01,-20.258697521034524
ks_i42_fin_pos_exp_q,index,na,1995-10-01,-18.18617967547969
ks_i42_fin_pos_exp_q,index,na,1996-01-01,-25.785267569343702
ks_i42_fin_pos_exp_q,index,na,1996-04-01,-23.07920110519936
ks_i42_fin_pos_exp_q,index,na,1996-07-01,-24.7705925169328
ks_i42_fin_pos_exp_q,index,na,1996-10-01,-21.93422438642279
ks_i42_fin_pos_exp_q,index,na,1997-01-01,-12.625744603232002
ks_i42_fin_pos_exp_q,index,na,1997-04-01,-13.711273059258968
ks_i42_fin_pos_exp_q,index,na,1997-07-01,-6.243896410951268
ks_i42_fin_pos_exp_q,index,na,1997-10-01,-10.786346317995267
ks_i42_fin_pos_exp_q,index,na,1998-01-01,-2.323391834128218
ks_i42_fin_pos_exp_q,index,na,1998-04-01,-6.392313639804407
ks_i42_fin_pos_exp_q,index,na,1998-07-01,-7.570835025797235
ks_i42_fin_pos_exp_q,index,na,1998-10-01,-3.213340042602818
ks_i42_fin_pos_exp_q,index,na,1999-01-01,-3.035913564175745
ks_i42_fin_pos_exp_q,index,na,1999-04-01,-7.035107004154236
ks_i42_fin_pos_exp_q,index,na,1999-07-01,-0.33361649910599134
ks_i42_fin_pos_exp_q,index,na,1999-10-01,-2.6741564582325914
ks_i42_fin_pos_exp_q,index,na,2000-01-01,4.506654556073098
ks_i42_fin_pos_exp_q,index,na,2000-04-01,2.3149074087840322
ks_i42_fin_pos_exp_q,index,na,2000-07-01,-0.9350260234499839
ks_i42_fin_pos_exp_q,index,na,2000-10-01,-1.0266468796885313
ks_i42_fin_pos_exp_q,index,na,2001-01-01,6.112266852686396
ks_i42_fin_pos_exp_q,index,na,2001-04-01,7.132183474689619
ks_i42_fin_pos_exp_q,index,na,2001-07-01,-0.13163381630637083
ks_i42_fin_pos_exp_q,index,na,2001-10-01,-8.53274231681845
ks_i42_fin_pos_exp_q,index,na,2002-01-01,2.764726978688138
ks_i42_fin_pos_exp_q,index,na,2002-04-01,-3.0868548709310044
ks_i42_fin_pos_exp_q,index,na,2002-07-01,-5.19238897646511
ks_i42_fin_pos_exp_q,index,na,2002-10-01,-8.596538170087989
ks_i42_fin_pos_exp_q,index,na,2003-01-01,-3.5668989116686864
ks_i42_fin_pos_exp_q,index,na,2003-04-01,-8.197660731736866
ks_i42_fin_pos_exp_q,index,na,2003-07-01,-9.232948259742841
ks_i42_fin_pos_exp_q,index,na,2003-10-01,-12.91179293864364
ks_i42_fin_pos_exp_q,index,na,2004-01-01,-5.099167020125283
ks_i42_fin_pos_exp_q,index,na,2004-04-01,-6.400521446547867
ks_i42_fin_pos_exp_q,index,na,2004-07-01,-9.3725691566452909
ks_i42_fin_pos_exp_q,index,na,2004-10-01,-8.035876614995647
ks_i42_fin_pos_exp_q,index,na,2005-01-01,-3.5406572874199878
ks_i42_fin_pos_exp_q,index,na,2005-04-01,-6.454246860839551
ks_i42_fin_pos_exp_q,index,na,2005-07-01,-9.566847628490303
ks_i42_fin_pos_exp_q,index,na,2005-10-01,-8.727506594758532
ks_i42_fin_pos_exp_q,index,na,2006-01-01,-4.134473918550052
ks_i42_fin_pos_exp_q,index,na,2006-04-01,-4.718938883243154
ks_i42_fin_pos_exp_q,index,na,2006-07-01,-1.9646124382086505
ks_i42_fin_pos_exp_q,index,na,2006-10-01,-6.922893831969965
ks_i42_fin_pos_exp_q,index,na,2007-01-01,-3.3333802753511446
ks_i42_fin_pos_exp_q,index,na,2007-04-01,-0.5885893395528896
ks_i42_fin_pos_exp_q,index,na,2007-07-01,-6.739297666230943
ks_i42_fin_pos_exp_q,index,na,2007-10-01,-0.024583808659942363
ks_i42_fin_pos_exp_q,index,na,2008-01-01,-4.4065567975031605
ks_i42_fin_pos_exp_q,index,na,2008-04-01,-4.331836974143364
ks_i42_fin_pos_exp_q,index,na,2008-07-01,-20.774821225564025
ks_i42_fin_pos_exp_q,index,na,2008-10-01,-20.54107782085596
ks_i42_fin_pos_exp_q,index,na,2009-01-01,-8.847235453814012
ks_i42_fin_pos_exp_q,index,na,2009-04-01,-17.384641591252937
ks_i42_fin_pos_exp_q,index,na,2009-07-01,-20.662571413472193
ks_i42_fin_pos_exp_q,index,na,2009-10-01,-11.183178300587768
ks_i42_fin_pos_exp_q,index,na,2010-01-01,-5.641992715542534
ks_i42_fin_pos_exp_q,index,na,2010-04-01,-4.096126632565714
ks_i42_fin_pos_exp_q,index,na,2010-07-01,-1.9994427473071816
ks_i42_fin_pos_exp_q,index,na,2010-10-01,-8.963231048142836
ks_i42_fin_pos_exp_q,index,na,2011-01-01,-5.519608142211188
ks_i42_fin_pos_exp_q,index,na,2011-04-01,-5.686453770236074
ks_i42_fin_pos_exp_q,index,na,2011-07-01,-13.168333354675777
ks_i42_fin_pos_exp_q,index,na,2011-10-01,-14.604870442178514
ks_i42_fin_pos_exp_q,index,na,2012-01-01,-10.08156386564
ks_i42_fin_pos_exp_q,index,na,2012-04-01,-11.56304534712148
ks_i42_fin_pos_exp_q,index,na,2012-07-01,-14.926681710757844
ks_i42_fin_pos_exp_q,index,na,2012-10-01,-13.914961723428101
ks_i42_fin_pos_exp_q,index,na,2013-01-01,-7.148783887019613
ks_i42_fin_pos_exp_q,index,na,2013-04-01,-9.190782573398852
ks_i42_fin_pos_exp_q,index,na,2013-07-01,-12.275422907228338
ks_i42_fin_pos_exp_q,index,na,2013-10-01,-12.015534034904286
ks_i42_fin_pos_exp_q,index,na,2014-01-01,-7.592822022059446
ks_i42_fin_pos_exp_q,index,na,2014-04-01,-10.728165940813502
ks_i42_fin_pos_exp_q,index,na,2014-07-01,-13.963784035948812
ks_i42_fin_pos_exp_q,index,na,2014-10-01,-11.30285454052998
ks_i42_fin_pos_exp_q,index,na,2015-01-01,-9.524120416630286
ks_i42_fin_pos_exp_q,index,na,2015-04-01,-7.030740621952725
ks_i42_fin_pos_exp_q,index,na,2015-07-01,-15.648847185732308
ks_i42_fin_pos_exp_q,index,na,2015-10-01,-15.228458880956067
ks_i42_fin_pos_exp_q,index,na,2016-01-01,-10.887939861889413
ks_i42_fin_pos_exp_q,index,na,2016-04-01,-10.654780133679155
ks_i42_fin_pos_exp_q,index,na,2016-07-01,-13.58120881836265
ks_i42_fin_pos_exp_q,index,na,2016-10-01,-17.501742665129143
ks_i42_fin_pos_exp_q,index,na,2017-01-01,-11.982156830776132
ks_i42_fin_pos_exp_q,index,na,2017-04-01,-14.293742145614889
ks_i42_fin_pos_exp_q,index,na,2017-07-01,-15.704546641340634
ks_i42_fin_pos_exp_q,index,na,2017-10-01,-17.573974308870113
ks_i42_fin_pos_exp_q,index,na,2018-01-01,-13.342648358757346
ks_i42_fin_pos_exp_q,index,na,2018-04-01,-11.898334534045203
ks_i42_fin_pos_exp_q,index,na,2018-07-01,-16.796690206934564
ks_i42_fin_pos_exp_q,index,na,2018-10-01,-15.595303411637609
ks_i42_fin_pos_exp_q,index,na,2019-01-01,-12.655089028868751
ks_i42_fin_pos_exp_q,index,na,2019-04-01,-16.22707696767484
ks_i42_fin_pos_exp_q,index,na,2019-07-01,-21.40044372110522
ks_i42_fin_pos_exp_q,index,na,2019-10-01,-16.06465306416328
ks_i42_fin_pos_exp_q,index,na,2020-01-01,-17.38602671358111
ks_i42_fin_pos_exp_q,index,na,2020-04-01,-33.64235938785031
ks_i42_fin_pos_exp_q,index,na,2020-07-01,-17.688506601734026
ks_i42_fin_pos_exp_q,index,na,2020-10-01,-19.82391491233887
ks_i42_fin_pos_exp_q,index,na,2021-01-01,-16.790927384654992
ks_i42_fin_pos_exp_q,index,na,2021-04-01,-16.38137078156066
ks_i42_fin_pos_exp_q,index,na,2021-07-01,-10.285090075555985
ks_i42_fin_pos_exp_q,index,na,2021-10-01,-13.906141581431104
ks_i42_fin_pos_exp_q,index,na,2022-01-01,-13.052248623368689
ks_i42_fin_pos_exp_q,index,na,2022-04-01,-35.35672255178038
ks_i42_fin_pos_exp_q,index,na,2022-07-01,-47.67861517055647
ks_i42_fin_pos_exp_q,index,na,2022-10-01,-60.06712512953308
ks_i42_fin_pos_exp_q,index,na,2023-01-01,-34.646242737007285
ks_i42_fin_pos_exp_q,index,na,2023-04-01,-33.90144838894658
ks_i42_fin_pos_exp_q,index,na,2023-07-01,-37.80785862512978
ks_i42_fin_pos_exp_q,index,na,2023-10-01,-50.942744595241784
ks_i42_fin_pos_exp_q,index,na,2024-01-01,-39.56065082015321
ks_i42_fin_pos_exp_q,index,na,2024-04-01,-36.23252542237421
ks_i42_fin_pos_exp_q,index,na,2024-07-01,-31.309885947535243
ks_i42_fin_pos_exp_q,index,na,2024-10-01,-33.56024090842973
ks_i42_fin_pos_exp_q,index,na,2025-01-01,-26.071576595485524
ks_i42_fin_pos_exp_q,index,na,2025-04-01,-33.00687637256399
ks_i51_save_q,index,na,1972-10-01,37.85221650866871
ks_i51_save_q,index,na,1973-01-01,41.20149880531943
ks_i51_save_q,index,na,1973-04-01,43.23186280751442
ks_i51_save_q,index,na,1973-07-01,42.50954327883153
ks_i51_save_q,index,na,1973-10-01,39.96713683701251
ks_i51_save_q,index,na,1974-01-01,34.29657167138466
ks_i51_save_q,index,na,1974-04-01,39.33669694051757
ks_i51_save_q,index,na,1974-07-01,38.295549463084996
ks_i51_save_q,index,na,1974-10-01,30.288016152706337
ks_i51_save_q,index,na,1975-01-01,37.24072928438394
ks_i51_save_q,index,na,1975-04-01,41.2237259669109
ks_i51_save_q,index,na,1975-07-01,30.353694923807684
ks_i51_save_q,index,na,1975-10-01,31.75441603734114
ks_i51_save_q,index,na,1976-01-01,33.69761748739637
ks_i51_save_q,index,na,1976-04-01,32.20113661770625
ks_i51_save_q,index,na,1976-07-01,27.314749960943466
ks_i51_save_q,index,na,1976-10-01,35.239706973962384
ks_i51_save_q,index,na,1977-01-01,34.95149880531943
ks_i51_save_q,index,na,1977-04-01,32.9691755729962
ks_i51_save_q,index,na,1977-07-01,27.825513088908178
ks_i51_save_q,index,na,1977-10-01,24.581309178994832
ks_i51_save_q,index,na,1978-01-01,34.04482569119951
ks_i51_save_q,index,na,1978-04-01,33.932607359212795
ks_i51_save_q,index,na,1978-07-01,38.31314479680249
ks_i51_save_q,index,na,1978-10-01,31.27589546654244
ks_i51_save_q,index,na,1979-01-01,33.5687355289918
ks_i51_save_q,index,na,1979-04-01,39.28862001744064
ks_i51_save_q,index,na,1979-07-01,32.28140011486584
ks_i51_save_q,index,na,1979-10-01,44.64914895955641
ks_i51_save_q,index,na,1980-01-01,49.011048306263596
ks_i51_save_q,index,na,1980-04-01,44.92971709520191
ks_i51_save_q,index,na,1980-07-01,41.9691755729962
ks_i51_save_q,index,na,1980-10-01,40.32526660378603
ks_i51_save_q,index,na,1981-01-01,40.7230299057979
ks_i51_save_q,index,na,1981-04-01,33.99032023092036
ks_i51_save_q,index,na,1981-07-01,31.911075488178557
ks_i51_save_q,index,na,1981-10-01,34.46875786205217
ks_i51_save_q,index,na,1982-01-01,36.99577075853178
ks_i51_save_q,index,na,1982-04-01,39.1556162509623
ks_i51_save_q,index,na,1982-07-01,38.82959030527723
ks_i51_save_q,index,na,1982-10-01,35.6712674472735
ks_i51_save_q,index,na,1983-01-01,31.79564248935075
ks_i51_save_q,index,na,1983-04-01,37.4214594655435
ks_i51_save_q,index,na,1983-07-01,37.82755316333255
ks_i51_save_q,index,na,1983-10-01,36.724396959796536
ks_i51_save_q,index,na,1984-01-01,45.554645658466285
ks_i51_save_q,index,na,1984-04-01,37.931510789568705
ks_i51_save_q,index,na,1984-07-01,38.61776674790317
ks_i51_save_q,index,na,1984-10-01,36.383657470624165
ks_i51_save_q,index,na,1985-01-01,43.50814738062472
ks_i51_save_q,index,na,1985-04-01,41.68268113905375
ks_i51_save_q,index,na,1985-07-01,34.79634757258199
ks_i51_save_q,index,na,1985-10-01,38.482802407377754
ks_i51_save_q,index,na,1986-01-01,46.68857293646136
ks_i51_save_q,index,na,1986-04-01,42.01132116686593
ks_i51_save_q,index,na,1986-07-01,31.64920898987172
ks_i51_save_q,index,na,1986-10-01,38.77782332271037
ks_i51_save_q,index,na,1987-01-01,46.80059319751727
ks_i51_save_q,index,na,1987-04-01,40.43180753703927
ks_i51_save_q,index,na,1987-07-01,39.378132057998315
ks_i51_save_q,index,na,1987-10-01,38.764760286106686
ks_i51_save_q,index,na,1988-01-01,44.50174262280463
ks_i51_save_q,index,na,1988-04-01,39.18324678706742
ks_i51_save_q,index,na,1988-07-01,40.79368232273659
ks_i51_save_q,index,na,1988-10-01,44.67273460077398
ks_i51_save_q,index,na,1989-01-01,48.868951429544396
ks_i51_save_q,index,na,1989-04-01,42.73259928378833
ks_i51_save_q,index,na,1989-07-01,36.92342393900927
ks_i51_save_q,index,na,1989-10-01,37.63750061445557
ks_i51_save_q,index,na,1990-01-01,42.522699260302375
ks_i51_save_q,index,na,1990-04-01,32.53087294876393
ks_i51_save_q,index,na,1990-07-01,37.780188932396655
ks_i51_save_q,index,na,1990-10-01,25.16984833658287
ks_i51_save_q,index,na,1991-01-01,31.44045480567213
ks_i51_save_q,index,na,1991-04-01,31.835107620746424
ks_i51_save_q,index,na,1991-07-01,37.35072693567964
ks_i51_save_q,index,na,1991-10-01,32.93860420466392
ks_i51_save_q,index,na,1992-01-01,42.237381791977256
ks_i51_save_q,index,na,1992-04-01,27.204517926419733
ks_i51_save_q,index,na,1992-07-01,35.803503774902154
ks_i51_save_q,index,na,1992-10-01,37.975417770249635
ks_i51_save_q,index,na,1993-01-01,38.08340194890482
ks_i51_save_q,index,na,1993-04-01,29.394455707041647
ks_i51_save_q,index,na,1993-07-01,30.0053265565156
ks_i51_save_q,index,na,1993-10-01,33.10754814631301
ks_i51_save_q,index,na,1994-01-01,41.055010222811894
ks_i51_save_q,index,na,1994-04-01,36.38095911446274
ks_i51_save_q,index,na,1994-07-01,42.26997000111678
ks_i51_save_q,index,na,1994-10-01,43.68163154481817
ks_i51_save_q,index,na,1995-01-01,41.620273888202
ks_i51_save_q,index,na,1995-04-01,34.86926894367781
ks_i51_save_q,index,na,1995-07-01,33.96833461851286
ks_i51_save_q,index,na,1995-10-01,31.535433048602112
ks_i51_save_q,index,na,1996-01-01,35.163011744934565
ks_i51_save_q,index,na,1996-04-01,25.67275714302459
ks_i51_save_q,index,na,1996-07-01,24.85848454170025
ks_i51_save_q,index,na,1996-10-01,24.585127624632893
ks_i51_save_q,index,na,1997-01-01,31.11902266779742
ks_i51_save_q,index,na,1997-04-01,27.49462656690634
ks_i51_save_q,index,na,1997-07-01,29.529336770463093
ks_i51_save_q,index,na,1997-10-01,28.862014155264152
ks_i51_save_q,index,na,1998-01-01,38.469070553042414
ks_i51_save_q,index,na,1998-04-01,32.36667166063314
ks_i51_save_q,index,na,1998-07-01,34.03266763648826
ks_i51_save_q,index,na,1998-10-01,39.080286684107314
ks_i51_save_q,index,na,1999-01-01,45.22364221851898
ks_i51_save_q,index,na,1999-04-01,46.497422393925945
ks_i51_save_q,index,na,1999-07-01,40.481342912749746
ks_i51_save_q,index,na,1999-10-01,42.86687780780892
ks_i51_save_q,index,na,2000-01-01,44.35406190024564
ks_i51_save_q,index,na,2000-04-01,44.3291839745925
ks_i51_save_q,index,na,2000-07-01,38.00316749991356
ks_i51_save_q,index,na,2000-10-01,32.11922305637702
ks_i51_save_q,index,na,2001-01-01,45.65207669043242
ks_i51_save_q,index,na,2001-04-01,43.626312445967194
ks_i51_save_q,index,na,2001-07-01,42.92209459371183
ks_i51_save_q,index,na,2001-10-01,41.65171525553588
ks_i51_save_q,index,na,2002-01-01,48.55159551711827
ks_i51_save_q,index,na,2002-04-01,42.94543388258784
ks_i51_save_q,index,na,2002-07-01,35.69056237333037
ks_i51_save_q,index,na,2002-10-01,33.399535510398394
ks_i51_save_q,index,na,2003-01-01,40.11718235840757
ks_i51_save_q,index,na,2003-04-01,33.65852437617379
ks_i51_save_q,index,na,2003-07-01,43.73545909790042
ks_i51_save_q,index,na,2003-10-01,33.605461954980484
ks_i51_save_q,index,na,2004-01-01,34.4199391327645
ks_i51_save_q,index,na,2004-04-01,33.18815749000258
ks_i51_save_q,index,na,2004-07-01,27.956691178489333
ks_i51_save_q,index,na,2004-10-01,41.0229121908114
ks_i51_save_q,index,na,2005-01-01,42.62486574592776
ks_i51_save_q,index,na,2005-04-01,38.96491406171879
ks_i51_save_q,index,na,2005-07-01,34.26616609679085
ks_i51_save_q,index,na,2005-10-01,43.08091031990401
ks_i51_save_q,index,na,2006-01-01,43.53206173908689
ks_i51_save_q,index,na,2006-04-01,37.03908818223465
ks_i51_save_q,index,na,2006-07-01,36.12610027020526
ks_i51_save_q,index,na,2006-10-01,35.3941214101983
ks_i51_save_q,index,na,2007-01-01,37.68851791250819
ks_i51_save_q,index,na,2007-04-01,39.709217501717376
ks_i51_save_q,index,na,2007-07-01,30.733179246090774
ks_i51_save_q,index,na,2007-10-01,41.479791940755426
ks_i51_save_q,index,na,2008-01-01,42.39499804351141
ks_i51_save_q,index,na,2008-04-01,45.93527726791146
ks_i51_save_q,index,na,2008-07-01,38.858480998384096
ks_i51_save_q,index,na,2008-10-01,32.73197207736574
ks_i51_save_q,index,na,2009-01-01,36.120785126474914
ks_i51_save_q,index,na,2009-04-01,31.59254158606809
ks_i51_save_q,index,na,2009-07-01,33.22376225615431
ks_i51_save_q,index,na,2009-10-01,30.867101225080813
ks_i51_save_q,index,na,2010-01-01,33.502055391590304
ks_i51_save_q,index,na,2010-04-01,30.594033980987138
ks_i51_save_q,index,na,2010-07-01,39.141448763618016
ks_i51_save_q,index,na,2010-10-01,32.77373082076475
ks_i51_save_q,index,na,2011-01-01,38.94993286660265
ks_i51_save_q,index,na,2011-04-01,20.229062578645916
ks_i51_save_q,index,na,2011-07-01,34.687473796870634
ks_i51_save_q,index,na,2011-10-01,36.570923388227165
ks_i51_save_q,index,na,2012-01-01,37.09133640786422
ks_i51_save_q,index,na,2012-04-01,36.56498340085745
ks_i51_save_q,index,na,2012-07-01,35.90795513968275
ks_i51_save_q,index,na,2012-10-01,43.895101498922124
ks_i51_save_q,index,na,2013-01-01,45.74695335077398
ks_i51_save_q,index,na,2013-04-01,36.42029275022803
ks_i51_save_q,index,na,2013-07-01,41.21764606835835
ks_i51_save_q,index,na,2013-10-01,37.21912570265908
ks_i51_save_q,index,na,2014-01-01,42.655444694549736
ks_i51_save_q,index,na,2014-04-01,39.36495151422669
ks_i51_save_q,index,na,2014-07-01,41.8235956865404
ks_i51_save_q,index,na,2014-10-01,36.109961129512094
ks_i51_save_q,index,na,2015-01-01,45.09880520262583
ks_i51_save_q,index,na,2015-04-01,40.751803011297746
ks_i51_save_q,index,na,2015-07-01,35.82833687061121
ks_i51_save_q,index,na,2015-10-01,41.260972042362766
ks_i51_save_q,index,na,2016-01-01,41.53110174875037
ks_i51_save_q,index,na,2016-04-01,40.27184022860203
ks_i51_save_q,index,na,2016-07-01,32.714247701616394
ks_i51_save_q,index,na,2016-10-01,38.22566669041447
ks_i51_save_q,index,na,2017-01-01,36.36671884491133
ks_i51_save_q,index,na,2017-04-01,38.45528668410731
ks_i51_save_q,index,na,2017-07-01,42.29272191726793
ks_i51_save_q,index,na,2017-10-01,38.20149880531943
ks_i51_save_q,index,na,2018-01-01,33.29825294037726
ks_i51_save_q,index,na,2018-04-01,36.099302344062565
ks_i51_save_q,index,na,2018-07-01,33.61012111084896
ks_i51_save_q,index,na,2018-10-01,31.21254039530839
ks_i51_save_q,index,na,2019-01-01,35.99852567781801
ks_i51_save_q,index,na,2019-04-01,34.26959036427676
ks_i51_save_q,index,na,2019-07-01,29.10727723741365
ks_i51_save_q,index,na,2019-10-01,29.214370888987975
ks_i51_save_q,index,na,2020-01-01,39.609345844910024
ks_i51_save_q,index,na,2020-04-01,30.05858622163844
ks_i51_save_q,index,na,2020-07-01,37.7618787239083
ks_i51_save_q,index,na,2020-10-01,37.943485142681496
ks_i51_save_q,index,na,2021-01-01,41.698370354822565
ks_i51_save_q,index,na,2021-04-01,36.11030248189562
ks_i51_save_q,index,na,2021-07-01,37.62798228968073
ks_i51_save_q,index,na,2021-10-01,32.93497331749611
ks_i51_save_q,index,na,2022-01-01,41.92386489500187
ks_i51_save_q,index,na,2022-04-01,31.48520838433102
ks_i51_save_q,index,na,2022-07-01,26.08675917601669
ks_i51_save_q,index,na,2022-10-01,23.685470529797485
ks_i51_save_q,index,na,2023-01-01,35.026822417877085
ks_i51_save_q,index,na,2023-04-01,39.31225363676063
ks_i51_save_q,index,na,2023-07-01,35.767635874041815
ks_i51_save_q,index,na,2023-10-01,26.523468502289123
ks_i51_save_q,index,na,2024-01-01,28.82158155668817
ks_i51_save_q,index,na,2024-04-01,28.115368137343182
ks_i51_save_q,index,na,2024-07-01,36.107593883422595
ks_i51_save_q,index,na,2024-10-01,29.876702900346906
ks_i51_save_q,index,na,2025-01-01,34.980455557920926
ks_i51_save_q,index,na,2025-04-01,34.65102458327186
ks_i52_spend_q,index,na,1972-10-01,28.051357963943943
ks_i52_spend_q,index,na,1973-01-01,4.526550984278156
ks_i52_spend_q,index,na,1973-04-01,15.907361609421276
ks_i52_spend_q,index,na,1973-07-01,17.088938653067284
ks_i52_spend_q,index,na,1973-10-01,9.226518086472488
ks_i52_spend_q,index,na,1974-01-01,-4.5661232390635735
ks_i52_spend_q,index,na,1974-04-01,2.230047932107597
ks_i52_spend_q,index,na,1974-07-01,0.0896096214565203
ks_i52_spend_q,index,na,1974-10-01,-13.754048409131602
ks_i52_spend_q,index,na,1975-01-01,-38.88159942953976
ks_i52_spend_q,index,na,1975-04-01,-27.21148428020547
ks_i52_spend_q,index,na,1975-07-01,-39.77445657239691
ks_i52_spend_q,index,na,1975-10-01,-21.419059423720736
ks_i52_spend_q,index,na,1976-01-01,-21.06360062250129
ks_i52_spend_q,index,na,1976-04-01,-5.452422674091823
ks_i52_spend_q,index,na,1976-07-01,4.282920476783421
ks_i52_spend_q,index,na,1976-10-01,-0.4708493579680497
ks_i52_spend_q,index,na,1977-01-01,-10.898686551863026
ks_i52_spend_q,index,na,1977-04-01,11.467615309209858
ks_i52_spend_q,index,na,1977-07-01,2.6257249158063596
ks_i52_spend_q,index,na,1977-10-01,2.749466872579169
ks_i52_spend_q,index,na,1978-01-01,10.404480032920066
ks_i52_spend_q,index,na,1978-04-01,10.788606490666155
ks_i52_spend_q,index,na,1978-07-01,8.349100009589236
ks_i52_spend_q,index,na,1978-10-01,7.366799032984259
ks_i52_spend_q,index,na,1979-01-01,8.986804688864353
ks_i52_spend_q,index,na,1979-04-01,12.912459315453559
ks_i52_spend_q,index,na,1979-07-01,-1.7854590173846825
ks_i52_spend_q,index,na,1979-10-01,2.0545477566074215
ks_i52_spend_q,index,na,1980-01-01,-1.1116658747224888
ks_i52_spend_q,index,na,1980-04-01,-0.6693201357997969
ks_i52_spend_q,index,na,1980-07-01,-8.1667124646528
ks_i52_spend_q,index,na,1980-10-01,-1.791364784957294
ks_i52_spend_q,index,na,1981-01-01,1.4608689345401258
ks_i52_spend_q,index,na,1981-04-01,-7.099918584717236
ks_i52_spend_q,index,na,1981-07-01,-8.869051166991504
ks_i52_spend_q,index,na,1981-10-01,-17.76741431887578
ks_i52_spend_q,index,na,1982-01-01,-12.985167283107618
ks_i52_spend_q,index,na,1982-04-01,-20.120610418550754
ks_i52_spend_q,index,na,1982-07-01,-17.518359011421296
ks_i52_spend_q,index,na,1982-10-01,-19.07690056425027
ks_i52_spend_q,index,na,1983-01-01,-24.090843541794733
ks_i52_spend_q,index,na,1983-04-01,-8.543415116380729
ks_i52_spend_q,index,na,1983-07-01,-7.319865250499834
ks_i52_spend_q,index,na,1983-10-01,-15.534675914370986
ks_i52_spend_q,index,na,1984-01-01,-5.516604495395894
ks_i52_spend_q,index,na,1984-04-01,-8.64895856442878
ks_i52_spend_q,index,na,1984-07-01,-6.631092843926796
ks_i52_spend_q,index,na,1984-10-01,-10.079334621177395
ks_i52_spend_q,index,na,1985-01-01,1.7537408092747944
ks_i52_spend_q,index,na,1985-04-01,-2.2744565723969075
ks_i52_spend_q,index,na,1985-07-01,-5.412108394259255
ks_i52_spend_q,index,na,1985-10-01,3.3199490220086867
ks_i52_spend_q,index,na,1986-01-01,5.658942056398391
ks_i52_spend_q,index,na,1986-04-01,8.678890283586865
ks_i52_spend_q,index,na,1986-07-01,-0.001729299669634532
ks_i52_spend_q,index,na,1986-10-01,4.220388788427836
ks_i52_spend_q,index,na,1987-01-01,12.819883050244602
ks_i52_spend_q,index,na,1987-04-01,7.314584523493503
ks_i52_spend_q,index,na,1987-07-01,3.056033832720363
ks_i52_spend_q,index,na,1987-10-01,-5.510048078969203
ks_i52_spend_q,index,na,1988-01-01,4.000443826009467
ks_i52_spend_q,index,na,1988-04-01,2.6900824346952916
ks_i52_spend_q,index,na,1988-07-01,1.8798460982262375
ks_i52_spend_q,index,na,1988-10-01,3.111722289391711
ks_i52_spend_q,index,na,1989-01-01,17.05752723327111
ks_i52_spend_q,index,na,1989-04-01,9.84979192459708
ks_i52_spend_q,index,na,1989-07-01,-4.63202042308453
ks_i52_spend_q,index,na,1989-10-01,-4.344849947138108
ks_i52_spend_q,index,na,1990-01-01,-5.2427267873406125
ks_i52_spend_q,index,na,1990-04-01,-17.132201567128202
ks_i52_spend_q,index,na,1990-07-01,-10.714627512567848
ks_i52_spend_q,index,na,1990-10-01,-25.65502337401634
ks_i52_spend_q,index,na,1991-01-01,-30.845885143825477
ks_i52_spend_q,index,na,1991-04-01,-20.526883756862926
ks_i52_spend_q,index,na,1991-07-01,-26.48924887229559
ks_i52_spend_q,index,na,1991-10-01,-34.119694667635
ks_i52_spend_q,index,na,1992-01-01,-31.186670312854922
ks_i52_spend_q,index,na,1992-04-01,-33.80687307534386
ks_i52_spend_q,index,na,1992-07-01,-34.14258844052877
ks_i52_spend_q,index,na,1992-10-01,-33.623662921603255
ks_i52_spend_q,index,na,1993-01-01,-27.103391078750768
ks_i52_spend_q,index,na,1993-04-01,-28.881776058054673
ks_i52_spend_q,index,na,1993-07-01,-29.619765953634435
ks_i52_spend_q,index,na,1993-10-01,-19.57067923641281
ks_i52_spend_q,index,na,1994-01-01,-10.222142689097108
ks_i52_spend_q,index,na,1994-04-01,-8.264794736648115
ks_i52_spend_q,index,na,1994-07-01,-5.917793101639477
ks_i52_spend_q,index,na,1994-10-01,-2.863847535068813
ks_i52_spend_q,index,na,1995-01-01,-25.746813507411456
ks_i52_spend_q,index,na,1995-04-01,-18.21648555790415
ks_i52_spend_q,index,na,1995-07-01,-12.39862085128898
ks_i52_spend_q,index,na,1995-10-01,-12.484380236519046
ks_i52_spend_q,index,na,1996-01-01,-11.258122634102897
ks_i52_spend_q,index,na,1996-04-01,-18.103602301040123
