structure,type,seas_adj,date,value
ks_i42_fin_pos_exp_q,sd,na,1998-07-01,2.02331099152441
ks_i42_fin_pos_exp_q,sd,na,1998-10-01,2.1304415722087344
ks_i42_fin_pos_exp_q,sd,na,1999-01-01,1.9449644601687794
ks_i42_fin_pos_exp_q,sd,na,1999-04-01,2.019206878978206
ks_i42_fin_pos_exp_q,sd,na,1999-07-01,2.189320448171537
ks_i42_fin_pos_exp_q,sd,na,1999-10-01,2.229219307766026
ks_i42_fin_pos_exp_q,sd,na,2000-01-01,2.3391874442964222
ks_i42_fin_pos_exp_q,sd,na,2000-04-01,2.0548510149385186
ks_i42_fin_pos_exp_q,sd,na,2000-07-01,2.2635094592528255
ks_i42_fin_pos_exp_q,sd,na,2000-10-01,2.3047587818835362
ks_i42_fin_pos_exp_q,sd,na,2001-01-01,2.1564925742320815
ks_i42_fin_pos_exp_q,sd,na,2001-04-01,2.1959270109545606
ks_i42_fin_pos_exp_q,sd,na,2001-07-01,2.2056471046763297
ks_i42_fin_pos_exp_q,sd,na,2001-10-01,2.238862863302234
ks_i42_fin_pos_exp_q,sd,na,2002-01-01,2.2922908519223073
ks_i42_fin_pos_exp_q,sd,na,2002-04-01,1.8852076310616044
ks_i42_fin_pos_exp_q,sd,na,2002-07-01,2.0707718032258553
ks_i42_fin_pos_exp_q,sd,na,2002-10-01,2.1495200659058455
ks_i42_fin_pos_exp_q,sd,na,2003-01-01,1.9189276787696108
ks_i42_fin_pos_exp_q,sd,na,2003-04-01,2.0036940125530984
ks_i42_fin_pos_exp_q,sd,na,2003-07-01,1.9654827946263085
ks_i42_fin_pos_exp_q,sd,na,2003-10-01,2.205968592658997
ks_i42_fin_pos_exp_q,sd,na,2004-01-01,2.192729815755741
ks_i42_fin_pos_exp_q,sd,na,2004-04-01,2.1541248656980363
ks_i42_fin_pos_exp_q,sd,na,2004-07-01,2.123125011955071
ks_i42_fin_pos_exp_q,sd,na,2004-10-01,2.186746882767209
ks_i42_fin_pos_exp_q,sd,na,2005-01-01,1.878405683093852
ks_i42_fin_pos_exp_q,sd,na,2005-04-01,2.0372023060384383
ks_i42_fin_pos_exp_q,sd,na,2005-07-01,1.987115392561369
ks_i42_fin_pos_exp_q,sd,na,2005-10-01,2.1337437615433417
ks_i42_fin_pos_exp_q,sd,na,2006-01-01,2.003686543530629
ks_i42_fin_pos_exp_q,sd,na,2006-04-01,1.9375486597059473
ks_i42_fin_pos_exp_q,sd,na,2006-07-01,2.1482063973549606
ks_i42_fin_pos_exp_q,sd,na,2006-10-01,1.9934689917985104
ks_i42_fin_pos_exp_q,sd,na,2007-01-01,1.843882266686155
ks_i42_fin_pos_exp_q,sd,na,2007-04-01,1.8089948489107681
ks_i42_fin_pos_exp_q,sd,na,2007-07-01,1.854968853060581
ks_i42_fin_pos_exp_q,sd,na,2007-10-01,2.1418314376770695
ks_i42_fin_pos_exp_q,sd,na,2008-01-01,2.2502972544286446
ks_i42_fin_pos_exp_q,sd,na,2008-04-01,2.3327169583435374
ks_i42_fin_pos_exp_q,sd,na,2008-07-01,2.199816725469015
ks_i42_fin_pos_exp_q,sd,na,2008-10-01,2.366952628319953
ks_i42_fin_pos_exp_q,sd,na,2009-01-01,2.206977610675193
ks_i42_fin_pos_exp_q,sd,na,2009-04-01,2.06753200045774
ks_i42_fin_pos_exp_q,sd,na,2009-07-01,2.1189406303208522
ks_i42_fin_pos_exp_q,sd,na,2009-10-01,2.244342485914325
ks_i42_fin_pos_exp_q,sd,na,2010-01-01,2.04558212957217
ks_i42_fin_pos_exp_q,sd,na,2010-04-01,2.2359642687569448
ks_i42_fin_pos_exp_q,sd,na,2010-07-01,2.2432411471656923
ks_i42_fin_pos_exp_q,sd,na,2010-10-01,2.18501981164647
ks_i42_fin_pos_exp_q,sd,na,2011-01-01,2.137963209564879
ks_i42_fin_pos_exp_q,sd,na,2011-04-01,2.0612513039802054
ks_i42_fin_pos_exp_q,sd,na,2011-07-01,1.978820574944142
ks_i42_fin_pos_exp_q,sd,na,2011-10-01,2.094467171809067
ks_i42_fin_pos_exp_q,sd,na,2012-01-01,2.14819075848689
ks_i42_fin_pos_exp_q,sd,na,2012-04-01,2.010636704422363
ks_i42_fin_pos_exp_q,sd,na,2012-07-01,2.0534576570477983
ks_i42_fin_pos_exp_q,sd,na,2012-10-01,2.051848266872711
ks_i42_fin_pos_exp_q,sd,na,2013-01-01,1.954591424410883
ks_i42_fin_pos_exp_q,sd,na,2013-04-01,1.9307564964521227
ks_i42_fin_pos_exp_q,sd,na,2013-07-01,2.0313818384817246
ks_i42_fin_pos_exp_q,sd,na,2013-10-01,2.0625692419586903
ks_i42_fin_pos_exp_q,sd,na,2014-01-01,1.9791886423021252
ks_i42_fin_pos_exp_q,sd,na,2014-04-01,2.154501878369305
ks_i42_fin_pos_exp_q,sd,na,2014-07-01,2.1214472778755806
ks_i42_fin_pos_exp_q,sd,na,2014-10-01,2.1306639209706795
ks_i42_fin_pos_exp_q,sd,na,2015-01-01,2.2089328348880866
ks_i42_fin_pos_exp_q,sd,na,2015-04-01,2.080158456249524
ks_i42_fin_pos_exp_q,sd,na,2015-07-01,2.2768797740609172
ks_i42_fin_pos_exp_q,sd,na,2015-10-01,2.1719931654517977
ks_i42_fin_pos_exp_q,sd,na,2016-01-01,1.997735759944505
ks_i42_fin_pos_exp_q,sd,na,2016-04-01,2.103563340091136
ks_i42_fin_pos_exp_q,sd,na,2016-07-01,2.206358513792258
ks_i42_fin_pos_exp_q,sd,na,2016-10-01,2.1901562328880972
ks_i42_fin_pos_exp_q,sd,na,2017-01-01,2.1395633733263737
ks_i42_fin_pos_exp_q,sd,na,2017-04-01,2.292541576183628
ks_i42_fin_pos_exp_q,sd,na,2017-07-01,2.1768910023985546
ks_i42_fin_pos_exp_q,sd,na,2017-10-01,2.4279219300293
ks_i42_fin_pos_exp_q,sd,na,2018-01-01,2.0073857130597923
ks_i42_fin_pos_exp_q,sd,na,2018-04-01,2.186713187138566
ks_i42_fin_pos_exp_q,sd,na,2018-07-01,2.496807643067623
ks_i42_fin_pos_exp_q,sd,na,2018-10-01,2.1130533224610377
ks_i42_fin_pos_exp_q,sd,na,2019-01-01,2.122523046427829
ks_i42_fin_pos_exp_q,sd,na,2019-04-01,2.068654864837678
ks_i42_fin_pos_exp_q,sd,na,2019-07-01,2.168881623538684
ks_i42_fin_pos_exp_q,sd,na,2019-10-01,2.2509609107919744
ks_i42_fin_pos_exp_q,sd,na,2020-01-01,2.183937466276654
ks_i42_fin_pos_exp_q,sd,na,2020-04-01,1.9350068519054668
ks_i42_fin_pos_exp_q,sd,na,2020-07-01,1.9165663604021697
ks_i42_fin_pos_exp_q,sd,na,2020-10-01,1.9296278924446268
ks_i42_fin_pos_exp_q,sd,na,2021-01-01,1.8237689220206825
ks_i42_fin_pos_exp_q,sd,na,2021-04-01,2.063713647917152
ks_i42_fin_pos_exp_q,sd,na,2021-07-01,1.992475443290105
ks_i42_fin_pos_exp_q,sd,na,2021-10-01,2.103521182266479
ks_i42_fin_pos_exp_q,sd,na,2022-01-01,1.953376369991416
ks_i42_fin_pos_exp_q,sd,na,2022-04-01,2.2176355228861206
ks_i42_fin_pos_exp_q,sd,na,2022-07-01,2.3400916443643984
ks_i42_fin_pos_exp_q,sd,na,2022-10-01,2.634297422057683
ks_i42_fin_pos_exp_q,sd,na,2023-01-01,2.4338976118336317
ks_i42_fin_pos_exp_q,sd,na,2023-04-01,2.591435423617486
ks_i42_fin_pos_exp_q,sd,na,2023-07-01,2.735369017682813
ks_i42_fin_pos_exp_q,sd,na,2023-10-01,2.669499362331078
ks_i42_fin_pos_exp_q,sd,na,2024-01-01,1.5078868879039213
ks_i42_fin_pos_exp_q,sd,na,2024-04-01,1.5834085725922478
ks_i42_fin_pos_exp_q,sd,na,2024-07-01,1.7216789614097734
ks_i42_fin_pos_exp_q,sd,na,2024-10-01,1.75555291581071
ks_i42_fin_pos_exp_q,sd,na,2025-01-01,1.5650977799211698
ks_i42_fin_pos_exp_q,sd,na,2025-04-01,1.9173566948219485
ks_i51_save_q,sd,na,1972-10-01,3.2763526022758387
ks_i51_save_q,sd,na,1973-01-01,3.335684180770109
ks_i51_save_q,sd,na,1973-04-01,3.184161150473885
ks_i51_save_q,sd,na,1973-07-01,3.255167638600787
ks_i51_save_q,sd,na,1973-10-01,2.7878615602283943
ks_i51_save_q,sd,na,1974-01-01,2.9601009030821026
ks_i51_save_q,sd,na,1974-04-01,3.0929413390791183
ks_i51_save_q,sd,na,1974-07-01,3.171675352485264
ks_i51_save_q,sd,na,1974-10-01,2.857441062084478
ks_i51_save_q,sd,na,1975-01-01,3.0453397042875014
ks_i51_save_q,sd,na,1975-04-01,3.2236608452641113
ks_i51_save_q,sd,na,1975-07-01,2.8696556366397825
ks_i51_save_q,sd,na,1975-10-01,2.8413285929664043
ks_i51_save_q,sd,na,1976-01-01,2.830575875501241
ks_i51_save_q,sd,na,1976-04-01,2.750653863362485
ks_i51_save_q,sd,na,1976-07-01,2.7812324956021786
ks_i51_save_q,sd,na,1976-10-01,2.7253253104417343
ks_i51_save_q,sd,na,1977-01-01,2.6665026326502153
ks_i51_save_q,sd,na,1977-04-01,2.622543471267281
ks_i51_save_q,sd,na,1977-07-01,2.5116830012642453
ks_i51_save_q,sd,na,1977-10-01,2.733785106190858
ks_i51_save_q,sd,na,1978-01-01,2.879468801924098
ks_i51_save_q,sd,na,1978-04-01,3.1881382336641586
ks_i51_save_q,sd,na,1978-07-01,3.2237626424005867
ks_i51_save_q,sd,na,1978-10-01,3.125827526576838
ks_i51_save_q,sd,na,1979-01-01,3.2374250251759085
ks_i51_save_q,sd,na,1979-04-01,3.2974621514114033
ks_i51_save_q,sd,na,1979-07-01,3.1629869196280502
ks_i51_save_q,sd,na,1979-10-01,3.037947757481183
ks_i51_save_q,sd,na,1980-01-01,2.8474604139764486
ks_i51_save_q,sd,na,1980-04-01,2.907073705883826
ks_i51_save_q,sd,na,1980-07-01,2.7005214423094173
ks_i51_save_q,sd,na,1980-10-01,2.843895204902465
ks_i51_save_q,sd,na,1981-01-01,2.365780400239157
ks_i51_save_q,sd,na,1981-04-01,2.3339038151482407
ks_i51_save_q,sd,na,1981-07-01,2.2305793171966792
ks_i51_save_q,sd,na,1981-10-01,2.2497666030322234
ks_i51_save_q,sd,na,1982-01-01,2.2201030886690427
ks_i51_save_q,sd,na,1982-04-01,2.2390329253575825
ks_i51_save_q,sd,na,1982-07-01,2.1548454263362347
ks_i51_save_q,sd,na,1982-10-01,2.2785813305523135
ks_i51_save_q,sd,na,1983-01-01,2.225120494222793
ks_i51_save_q,sd,na,1983-04-01,2.1470008501994595
ks_i51_save_q,sd,na,1983-07-01,2.2426384311679937
ks_i51_save_q,sd,na,1983-10-01,2.1715206247432843
ks_i51_save_q,sd,na,1984-01-01,2.2021130276482257
ks_i51_save_q,sd,na,1984-04-01,2.1295905040396956
ks_i51_save_q,sd,na,1984-07-01,2.208118732522324
ks_i51_save_q,sd,na,1984-10-01,2.3129578429360014
ks_i51_save_q,sd,na,1985-01-01,2.1595958201205154
ks_i51_save_q,sd,na,1985-04-01,2.2030306224153366
ks_i51_save_q,sd,na,1985-07-01,2.3539812395952033
ks_i51_save_q,sd,na,1985-10-01,2.244292848725866
ks_i51_save_q,sd,na,1986-01-01,2.2637091953917388
ks_i51_save_q,sd,na,1986-04-01,2.2789796742516444
ks_i51_save_q,sd,na,1986-07-01,2.402538652266609
ks_i51_save_q,sd,na,1986-10-01,2.2656656467025864
ks_i51_save_q,sd,na,1987-01-01,2.2736158432066134
ks_i51_save_q,sd,na,1987-04-01,2.279798832968043
ks_i51_save_q,sd,na,1987-07-01,2.2560146810995487
ks_i51_save_q,sd,na,1987-10-01,2.2020691352900976
ks_i51_save_q,sd,na,1988-01-01,2.220390041824986
ks_i51_save_q,sd,na,1988-04-01,2.3705094573040695
ks_i51_save_q,sd,na,1988-07-01,2.3817693450762163
ks_i51_save_q,sd,na,1988-10-01,2.28276668927229
ks_i51_save_q,sd,na,1989-01-01,2.2317582215223806
ks_i51_save_q,sd,na,1989-04-01,2.2377285141603327
ks_i51_save_q,sd,na,1989-07-01,2.248573200800015
ks_i51_save_q,sd,na,1989-10-01,2.2452034859198093
ks_i51_save_q,sd,na,1990-01-01,2.035105279560869
ks_i51_save_q,sd,na,1990-04-01,2.233479715103769
ks_i51_save_q,sd,na,1990-07-01,2.202676898276063
ks_i51_save_q,sd,na,1990-10-01,2.140677070700956
ks_i51_save_q,sd,na,1991-01-01,2.2688506187508435
ks_i51_save_q,sd,na,1991-04-01,2.2185566509785106
ks_i51_save_q,sd,na,1991-07-01,2.228600271513605
ks_i51_save_q,sd,na,1991-10-01,2.21028746809239
ks_i51_save_q,sd,na,1992-01-01,2.3374409504988938
ks_i51_save_q,sd,na,1992-04-01,2.183535757605287
ks_i51_save_q,sd,na,1992-07-01,2.2249653714322912
ks_i51_save_q,sd,na,1992-10-01,2.229724173822301
ks_i51_save_q,sd,na,1993-01-01,2.1590902647752817
ks_i51_save_q,sd,na,1993-04-01,2.2450930030451617
ks_i51_save_q,sd,na,1993-07-01,2.147972956787339
ks_i51_save_q,sd,na,1993-10-01,2.250443812644116
ks_i51_save_q,sd,na,1994-01-01,2.2905876153162117
ks_i51_save_q,sd,na,1994-04-01,2.268462589334144
ks_i51_save_q,sd,na,1994-07-01,2.443924055990076
ks_i51_save_q,sd,na,1994-10-01,2.3181794250935663
ks_i51_save_q,sd,na,1995-01-01,2.3257245001241182
ks_i51_save_q,sd,na,1995-04-01,2.1608355659104834
ks_i51_save_q,sd,na,1995-07-01,2.317694293060447
ks_i51_save_q,sd,na,1995-10-01,2.202184402846955
ks_i51_save_q,sd,na,1996-01-01,2.028285935651055
ks_i51_save_q,sd,na,1996-04-01,2.02754031790302
ks_i51_save_q,sd,na,1996-07-01,2.281952880107719
ks_i51_save_q,sd,na,1996-10-01,2.433674583269598
ks_i51_save_q,sd,na,1997-01-01,2.6325339247943305
ks_i51_save_q,sd,na,1997-04-01,2.2845514351937997
ks_i51_save_q,sd,na,1997-07-01,2.581356194476619
ks_i51_save_q,sd,na,1997-10-01,2.3393033241232297
ks_i51_save_q,sd,na,1998-01-01,2.507062828490298
ks_i51_save_q,sd,na,1998-04-01,2.4804347512171367
ks_i51_save_q,sd,na,1998-07-01,2.387970952707335
ks_i51_save_q,sd,na,1998-10-01,2.588193499901144
ks_i51_save_q,sd,na,1999-01-01,2.5054355623432603
ks_i51_save_q,sd,na,1999-04-01,2.5503758630868236
ks_i51_save_q,sd,na,1999-07-01,2.5351621124752404
ks_i51_save_q,sd,na,1999-10-01,2.3897671981973416
ks_i51_save_q,sd,na,2000-01-01,2.5537306481576953
ks_i51_save_q,sd,na,2000-04-01,2.396538176176347
ks_i51_save_q,sd,na,2000-07-01,2.604064781974495
ks_i51_save_q,sd,na,2000-10-01,2.5275558737029633
ks_i51_save_q,sd,na,2001-01-01,2.3587594673061245
ks_i51_save_q,sd,na,2001-04-01,2.4348843098976665
ks_i51_save_q,sd,na,2001-07-01,2.514889855777743
ks_i51_save_q,sd,na,2001-10-01,2.4529510744812275
ks_i51_save_q,sd,na,2002-01-01,2.4586713167962375
ks_i51_save_q,sd,na,2002-04-01,2.482018120759952
ks_i51_save_q,sd,na,2002-07-01,2.6011253956345897
ks_i51_save_q,sd,na,2002-10-01,2.406083268893021
ks_i51_save_q,sd,na,2003-01-01,2.284554024615148
ks_i51_save_q,sd,na,2003-04-01,2.2435098445880777
ks_i51_save_q,sd,na,2003-07-01,2.344594931271901
ks_i51_save_q,sd,na,2003-10-01,2.453666082075919
ks_i51_save_q,sd,na,2004-01-01,2.5695960731502967
ks_i51_save_q,sd,na,2004-04-01,2.4488394561254325
ks_i51_save_q,sd,na,2004-07-01,2.4628250259953832
ks_i51_save_q,sd,na,2004-10-01,2.3244508113949656
ks_i51_save_q,sd,na,2005-01-01,2.2517129773888636
ks_i51_save_q,sd,na,2005-04-01,2.390342882363884
ks_i51_save_q,sd,na,2005-07-01,2.402802518674569
ks_i51_save_q,sd,na,2005-10-01,2.323745714428092
ks_i51_save_q,sd,na,2006-01-01,2.4054128309875122
ks_i51_save_q,sd,na,2006-04-01,2.5011917335352214
ks_i51_save_q,sd,na,2006-07-01,2.410264064762773
ks_i51_save_q,sd,na,2006-10-01,2.4537054409451002
ks_i51_save_q,sd,na,2007-01-01,2.4450645095344026
ks_i51_save_q,sd,na,2007-04-01,2.275296091585997
ks_i51_save_q,sd,na,2007-07-01,2.5321730619658247
ks_i51_save_q,sd,na,2007-10-01,2.4299551130328934
ks_i51_save_q,sd,na,2008-01-01,2.539674779903137
ks_i51_save_q,sd,na,2008-04-01,2.5199024317421412
ks_i51_save_q,sd,na,2008-07-01,2.3378953730774765
ks_i51_save_q,sd,na,2008-10-01,2.3862949471908386
ks_i51_save_q,sd,na,2009-01-01,2.4446435014035446
ks_i51_save_q,sd,na,2009-04-01,2.369850430694443
ks_i51_save_q,sd,na,2009-07-01,2.2554186639018434
ks_i51_save_q,sd,na,2009-10-01,2.30705714797701
ks_i51_save_q,sd,na,2010-01-01,2.3356088233735246
ks_i51_save_q,sd,na,2010-04-01,2.4688536751280834
ks_i51_save_q,sd,na,2010-07-01,2.5299180939349117
ks_i51_save_q,sd,na,2010-10-01,2.3159682336317076
ks_i51_save_q,sd,na,2011-01-01,2.522954152764357
ks_i51_save_q,sd,na,2011-04-01,2.312082097844894
ks_i51_save_q,sd,na,2011-07-01,2.2195544336812585
ks_i51_save_q,sd,na,2011-10-01,2.417529157816264
ks_i51_save_q,sd,na,2012-01-01,2.5251973729759962
ks_i51_save_q,sd,na,2012-04-01,2.4509074243709437
ks_i51_save_q,sd,na,2012-07-01,2.5289376864619615
ks_i51_save_q,sd,na,2012-10-01,2.3815486817332943
ks_i51_save_q,sd,na,2013-01-01,2.3473450274039847
ks_i51_save_q,sd,na,2013-04-01,2.5247410845248512
ks_i51_save_q,sd,na,2013-07-01,2.49916513122992
ks_i51_save_q,sd,na,2013-10-01,2.383521387856709
ks_i51_save_q,sd,na,2014-01-01,2.479843573787857
ks_i51_save_q,sd,na,2014-04-01,2.532359758298002
ks_i51_save_q,sd,na,2014-07-01,2.585589444290358
ks_i51_save_q,sd,na,2014-10-01,2.5187295846399094
ks_i51_save_q,sd,na,2015-01-01,2.523283654793332
ks_i51_save_q,sd,na,2015-04-01,2.5696030557952634
ks_i51_save_q,sd,na,2015-07-01,2.7274306443740044
ks_i51_save_q,sd,na,2015-10-01,2.532059682757377
ks_i51_save_q,sd,na,2016-01-01,2.5113741077179594
ks_i51_save_q,sd,na,2016-04-01,2.609867856467179
ks_i51_save_q,sd,na,2016-07-01,2.695747897754705
ks_i51_save_q,sd,na,2016-10-01,2.737183767344439
ks_i51_save_q,sd,na,2017-01-01,2.4713586606219806
ks_i51_save_q,sd,na,2017-04-01,2.683696034648137
ks_i51_save_q,sd,na,2017-07-01,2.5040861444258216
ks_i51_save_q,sd,na,2017-10-01,2.5704359507964334
ks_i51_save_q,sd,na,2018-01-01,2.3591932932167192
ks_i51_save_q,sd,na,2018-04-01,2.588061564288244
ks_i51_save_q,sd,na,2018-07-01,2.7926018928777703
ks_i51_save_q,sd,na,2018-10-01,2.613145093309802
ks_i51_save_q,sd,na,2019-01-01,2.4341451083852768
ks_i51_save_q,sd,na,2019-04-01,2.4749684262698435
ks_i51_save_q,sd,na,2019-07-01,2.577616792957108
ks_i51_save_q,sd,na,2019-10-01,2.6336184701095866
ks_i51_save_q,sd,na,2020-01-01,2.504072060564171
ks_i51_save_q,sd,na,2020-04-01,2.144611800365956
ks_i51_save_q,sd,na,2020-07-01,2.366043715705786
ks_i51_save_q,sd,na,2020-10-01,2.4228212156643547
ks_i51_save_q,sd,na,2021-01-01,2.230610675714698
ks_i51_save_q,sd,na,2021-04-01,2.616919579862619
ks_i51_save_q,sd,na,2021-07-01,2.4927039757190914
ks_i51_save_q,sd,na,2021-10-01,2.672126739115369
ks_i51_save_q,sd,na,2022-01-01,2.4979313200586963
ks_i51_save_q,sd,na,2022-04-01,2.661657064182226
ks_i51_save_q,sd,na,2022-07-01,2.658969960129704
ks_i51_save_q,sd,na,2022-10-01,2.7387210662306134
ks_i51_save_q,sd,na,2023-01-01,2.6317988488973705
ks_i51_save_q,sd,na,2023-04-01,3.054819271785302
ks_i51_save_q,sd,na,2023-07-01,2.9339899410923524
ks_i51_save_q,sd,na,2023-10-01,2.9461152478873487
ks_i51_save_q,sd,na,2024-01-01,1.7193171831487064
ks_i51_save_q,sd,na,2024-04-01,1.895917468346478
ks_i51_save_q,sd,na,2024-07-01,2.0118033326880447
ks_i51_save_q,sd,na,2024-10-01,2.0415979408948077
ks_i51_save_q,sd,na,2025-01-01,1.8515039715375907
ks_i51_save_q,sd,na,2025-04-01,2.1826705225201533
ks_i52_spend_q,sd,na,1972-10-01,4.290330078256204
ks_i52_spend_q,sd,na,1973-01-01,4.332999581715071
ks_i52_spend_q,sd,na,1973-04-01,4.129896363921436
ks_i52_spend_q,sd,na,1973-07-01,4.173158865417062
ks_i52_spend_q,sd,na,1973-10-01,3.733997822894774
ks_i52_spend_q,sd,na,1974-01-01,3.815667878386897
ks_i52_spend_q,sd,na,1974-04-01,3.8602363290940045
ks_i52_spend_q,sd,na,1974-07-01,4.015055148066056
ks_i52_spend_q,sd,na,1974-10-01,4.133155647169438
ks_i52_spend_q,sd,na,1975-01-01,3.644340040579382
ks_i52_spend_q,sd,na,1975-04-01,4.0219889476615505
ks_i52_spend_q,sd,na,1975-07-01,3.688028075686237
ks_i52_spend_q,sd,na,1975-10-01,3.7035726150736497
ks_i52_spend_q,sd,na,1976-01-01,3.7680785434809074
ks_i52_spend_q,sd,na,1976-04-01,3.6150061062296612
ks_i52_spend_q,sd,na,1976-07-01,3.9801649920049815
ks_i52_spend_q,sd,na,1976-10-01,3.7251383781544223
ks_i52_spend_q,sd,na,1977-01-01,3.5978748120603155
ks_i52_spend_q,sd,na,1977-04-01,3.6538932447345935
ks_i52_spend_q,sd,na,1977-07-01,3.4162231770170433
ks_i52_spend_q,sd,na,1977-10-01,3.9788271929246206
ks_i52_spend_q,sd,na,1978-01-01,3.674153974276909
ks_i52_spend_q,sd,na,1978-04-01,3.8820659687442665
ks_i52_spend_q,sd,na,1978-07-01,3.8210744111466277
ks_i52_spend_q,sd,na,1978-10-01,3.9703025409690786
ks_i52_spend_q,sd,na,1979-01-01,3.8289634053395485
ks_i52_spend_q,sd,na,1979-04-01,3.90810544084979
ks_i52_spend_q,sd,na,1979-07-01,4.052059324257318
ks_i52_spend_q,sd,na,1979-10-01,3.772645665579719
ks_i52_spend_q,sd,na,1980-01-01,3.3864601756881463
ks_i52_spend_q,sd,na,1980-04-01,3.064190058958
ks_i52_spend_q,sd,na,1980-07-01,3.111121348546377
ks_i52_spend_q,sd,na,1980-10-01,3.2271763135541844
ks_i52_spend_q,sd,na,1981-01-01,2.6105452936601687
ks_i52_spend_q,sd,na,1981-04-01,2.6761673911497956
ks_i52_spend_q,sd,na,1981-07-01,2.678029415488173
ks_i52_spend_q,sd,na,1981-10-01,2.550629223063221
ks_i52_spend_q,sd,na,1982-01-01,2.6030192029430217
ks_i52_spend_q,sd,na,1982-04-01,2.5364145046783872
ks_i52_spend_q,sd,na,1982-07-01,2.4929375019584947
ks_i52_spend_q,sd,na,1982-10-01,2.4899881061223748
ks_i52_spend_q,sd,na,1983-01-01,2.534995138441753
ks_i52_spend_q,sd,na,1983-04-01,2.5394091870754125
ks_i52_spend_q,sd,na,1983-07-01,2.572927579786379
ks_i52_spend_q,sd,na,1983-10-01,2.5419075210872384
ks_i52_spend_q,sd,na,1984-01-01,2.5462717096650467
ks_i52_spend_q,sd,na,1984-04-01,2.457004809992257
ks_i52_spend_q,sd,na,1984-07-01,2.4267680385896124
ks_i52_spend_q,sd,na,1984-10-01,2.418165378000418
ks_i52_spend_q,sd,na,1985-01-01,2.485192971531514
ks_i52_spend_q,sd,na,1985-04-01,2.394291154121396
ks_i52_spend_q,sd,na,1985-07-01,2.4681193894727795
ks_i52_spend_q,sd,na,1985-10-01,2.450034420168688
ks_i52_spend_q,sd,na,1986-01-01,2.381355233935864
ks_i52_spend_q,sd,na,1986-04-01,2.4356725035676345
ks_i52_spend_q,sd,na,1986-07-01,2.4228857333132425
ks_i52_spend_q,sd,na,1986-10-01,2.49883367817472
ks_i52_spend_q,sd,na,1987-01-01,2.5306925605294666
ks_i52_spend_q,sd,na,1987-04-01,2.539681589833316
ks_i52_spend_q,sd,na,1987-07-01,2.5540707288311304
ks_i52_spend_q,sd,na,1987-10-01,2.4467420075337483
ks_i52_spend_q,sd,na,1988-01-01,2.538754392833954
ks_i52_spend_q,sd,na,1988-04-01,2.4883173826752794
ks_i52_spend_q,sd,na,1988-07-01,2.4245530901612753
ks_i52_spend_q,sd,na,1988-10-01,2.371827734541336
ks_i52_spend_q,sd,na,1989-01-01,2.464062091167688
ks_i52_spend_q,sd,na,1989-04-01,2.4766770957865543
ks_i52_spend_q,sd,na,1989-07-01,2.4062258479364056
ks_i52_spend_q,sd,na,1989-10-01,2.3472229086209824
ks_i52_spend_q,sd,na,1990-01-01,2.5212388791834117
ks_i52_spend_q,sd,na,1990-04-01,2.539192681278129
ks_i52_spend_q,sd,na,1990-07-01,2.552820277251646
ks_i52_spend_q,sd,na,1990-10-01,2.5518003868539267
ks_i52_spend_q,sd,na,1991-01-01,2.345598835201922
ks_i52_spend_q,sd,na,1991-04-01,2.3346372466741196
ks_i52_spend_q,sd,na,1991-07-01,2.405503566967293
ks_i52_spend_q,sd,na,1991-10-01,2.387869291510032
ks_i52_spend_q,sd,na,1992-01-01,2.352783570790746
ks_i52_spend_q,sd,na,1992-04-01,2.345954552362234
ks_i52_spend_q,sd,na,1992-07-01,2.483392710396916
ks_i52_spend_q,sd,na,1992-10-01,2.412822696132513
ks_i52_spend_q,sd,na,1993-01-01,2.5557964560184234
ks_i52_spend_q,sd,na,1993-04-01,2.560443070489049
ks_i52_spend_q,sd,na,1993-07-01,2.6096540039448017
ks_i52_spend_q,sd,na,1993-10-01,2.6311002397860377
ks_i52_spend_q,sd,na,1994-01-01,2.629988919105186
ks_i52_spend_q,sd,na,1994-04-01,2.5726095741679487
ks_i52_spend_q,sd,na,1994-07-01,2.553461534477241
ks_i52_spend_q,sd,na,1994-10-01,2.644382722208536
ks_i52_spend_q,sd,na,1995-01-01,2.5065655337677515
ks_i52_spend_q,sd,na,1995-04-01,2.566080944952206
ks_i52_spend_q,sd,na,1995-07-01,2.626101272024237
ks_i52_spend_q,sd,na,1995-10-01,2.5617397045216164
ks_i52_spend_q,sd,na,1996-01-01,2.6188155713575747
ks_i52_spend_q,sd,na,1996-04-01,2.371462979738835
ks_i52_spend_q,sd,na,1996-07-01,2.5994467683734293
ks_i52_spend_q,sd,na,1996-10-01,2.7336309009065256
ks_i52_spend_q,sd,na,1997-01-01,2.8139227416698707
ks_i52_spend_q,sd,na,1997-04-01,2.8213996713514744
ks_i52_spend_q,sd,na,1997-07-01,2.900142449947725
ks_i52_spend_q,sd,na,1997-10-01,2.617561049771104
ks_i52_spend_q,sd,na,1998-01-01,2.732624062021051
ks_i52_spend_q,sd,na,1998-04-01,2.7718374629736906
ks_i52_spend_q,sd,na,1998-07-01,2.8083528392255586
ks_i52_spend_q,sd,na,1998-10-01,2.8184899985924563
ks_i52_spend_q,sd,na,1999-01-01,2.7947855072062144
ks_i52_spend_q,sd,na,1999-04-01,2.737096962713583
ks_i52_spend_q,sd,na,1999-07-01,2.7337556802417495
ks_i52_spend_q,sd,na,1999-10-01,2.694536468237485
ks_i52_spend_q,sd,na,2000-01-01,2.606899887425802
