Brand,Model,Preis,Jahr,Kilometer,PS,Getriebe
BMW,X4 M40i,84900.00,Neues Fahrzeug,20,371,Automatikgetriebe
BMW,X4 M40i,85300.00,Neues Fahrzeug,20,371,Automatikgetriebe
BMW,X3 M50i,108700.00,Neues Fahrzeug,20,398,Automatikgetriebe
BMW,X3 M50i,110400.00,Neues Fahrzeug,20,398,Automatikgetriebe
BMW,X3 M50i,106300.00,Neues Fahrzeug,20,398,Automatikgetriebe
BMW,X3 M50i,110300.00,Neues Fahrzeug,20,398,Automatikgetriebe
BMW,X3 xDrive M Competition Steptronic,50000.00,02.2020,104000,510,Automatikgetriebe
BMW,X5 xDrive 40e iPerformance Steptronic,,10.2016,143000,313,Automatikgetriebe
BMW,M3 Cabriolet,37900.00,11.2011,158200,420,Automatikgetriebe
BMW,M135i xDrive Steptronic,49000.00,06.2022,24000,306,Automatikgetriebe
BMW,335d xDrive Touring Edition M Sport Steptronic,25900.00,10.2018,116000,313,Automatikgetriebe
BMW,M550i xDrive M Sport Pro Steptronic,68900.00,08.2023,41800,530,Automatikgetriebe
BMW,230e xDrive Active Tourer M Sport,,11.2022,26500,326,Automatikgetriebe
BMW,X3 xDrive 30d xLine Steptronic,50000.00,06.2017,105500,258,Automatikgetriebe
BMW,xDrive35i,14500.00,01.2013,151000,306,Automatikgetriebe
BMW,M340i xDrive 48V Touring Steptronic M Sport Pro,84000.00,09.2024,3300,374,Automatikgetriebe
BMW,X3 20d xDrive,79900.00,05.2025,2000,197,Automatikgetriebe
BMW,X3 20d xDrive,86900.00,Neues Fahrzeug,20,197,Automatikgetriebe
BMW,X3 20i xDrive,81400.00,Neues Fahrzeug,20,208,Automatikgetriebe
BMW,X3 20i xDrive,83000.00,Neues Fahrzeug,20,208,Automatikgetriebe
BMW,X3 20i xDrive,84300.00,Neues Fahrzeug,20,208,Automatikgetriebe
BMW,X1 M35i,82400.00,Neues Fahrzeug,20,300,Automatikgetriebe
BMW,M850i xDrive Coupé,143500.00,Neues Fahrzeug,20,530,Automatikgetriebe
BMW,M5 xDrive,147800.00,Neues Fahrzeug,20,727,Automatikgetriebe
BMW,M5 xDrive,163200.00,Neues Fahrzeug,20,727,Automatikgetriebe
BMW,M440i xDrive Coupé,84200.00,Neues Fahrzeug,20,385,Automatikgetriebe
BMW,X1 xDrive 18d Essential Edition Steptronic,24990.00,05.2021,74000,150,Automatikgetriebe
BMW,X1 xDrive 30e M Sport,54200.00,03.2023,33000,326,Automatikgetriebe
BMW,M850i xDrive Steptronic,64500.00,05.2019,77500,530,Automatikgetriebe
BMW,M2 Drivelogic,31500.00,04.2016,148555,370,Automatikgetriebe
BMW,M4 Coupé DKG,43900.00,07.2014,134500,431,Automatikgetriebe
BMW,X5 xDrive 35i Pure M Sport Steptronic,38900.00,08.2018,60100,306,Automatikgetriebe
BMW,X3 xDrive M40i Steptronic,37700.00,06.2018,73500,360,Automatikgetriebe
BMW,M550d xDrive Touring Steptronic,41500.00,04.2019,124000,400,Automatikgetriebe
BMW,Z3 2.0i Roadster SIX cylindres !,13000.00,04.2000,217000,150,Schaltgetriebe
BMW,X5 xDrive M50d Steptronic,35500.00,12.2017,104000,381,Automatikgetriebe
BMW,M440i xDrive Gran Coupé,96700.00,Neues Fahrzeug,20,385,Automatikgetriebe
BMW,M4 Competition xDrive Coupé,112900.00,Neues Fahrzeug,20,530,Automatikgetriebe
BMW,M4 Competition xDrive Cabrio,119900.00,Neues Fahrzeug,20,530,Automatikgetriebe
BMW,M340i xDrive Touring,79900.00,Neues Fahrzeug,20,385,Automatikgetriebe
BMW,M3 Competition xDrive Touring,132000.00,Neues Fahrzeug,20,530,Automatikgetriebe
BMW,M3 Competition xDrive Touring,133500.00,Neues Fahrzeug,20,530,Automatikgetriebe
BMW,M3 Competition xDrive,134700.00,Neues Fahrzeug,20,510,Automatikgetriebe
BMW,M235i xDrive Gran Coupé,77600.00,Neues Fahrzeug,20,300,Automatikgetriebe
BMW,M235i xDrive Gran Coupé,77900.00,Neues Fahrzeug,20,300,Automatikgetriebe
BMW,M2 Coupé,95600.00,Neues Fahrzeug,20,480,Automatikgetriebe
BMW,X5 xDrive M50i Steptronic,69000.00,05.2023,45000,530,Automatikgetriebe
BMW,640d Gran Coupé xDrive,39490.00,04.2016,78000,313,Automatikgetriebe
BMW,535i Touring Steptronic,12900.00,03.2016,234000,306,Automatikgetriebe
BMW,M135i xDrive Steptronic,,07.2015,97000,326,Automatikgetriebe
BMW,X5 xDrive 30d Steptronic,28500.00,05.2016,156000,258,Automatikgetriebe
BMW,520d xDrive Touring Sport Line Steptronic,26490.00,12.2017,93000,190,Automatikgetriebe
BMW,735,39500.00,06.1982,150000,218,Schaltgetriebe
BMW,520d xDrive 48V Touring Luxury Steptronic,39500.00,11.2022,16000,190,Automatikgetriebe
BMW,X5 xDrive 30d Steptronic,26500.00,06.2017,118900,258,Automatikgetriebe
BMW,M3 Coupé DSG,54900.00,06.2008,147000,420,Automatikgetriebe
BMW,M2 Coupé,99500.00,Neues Fahrzeug,20,480,Automatikgetriebe
BMW,M2 Coupé,92200.00,Neues Fahrzeug,20,480,Schaltgetriebe
BMW,M135i xDrive,62800.00,Neues Fahrzeug,20,300,Automatikgetriebe
BMW,M135i xDrive,61300.00,Neues Fahrzeug,20,300,Automatikgetriebe
BMW,iX xDrive60 M Sport Pro,137600.00,Neues Fahrzeug,100,544,Automatikgetriebe
BMW,M135i xDrive,60500.00,Neues Fahrzeug,20,300,Automatikgetriebe
BMW,M135i xDrive,72300.00,Neues Fahrzeug,20,300,Automatikgetriebe
BMW,iX2 30 xDrive,66300.00,03.2025,2000,306,Automatikgetriebe
BMW,iX xDrive50,109600.00,Neues Fahrzeug,20,523,Automatikgetriebe
BMW,iX xDrive50,108800.00,Neues Fahrzeug,20,523,Automatikgetriebe
BMW,i8 Coupé,,05.2017,62000,361,Automatikgetriebe
BMW,535i xDrive Steptronic,21250.00,02.2013,101000,306,Automatikgetriebe
BMW,420d Gran Coupé xDrive M Sport Individual Steptronic,,04.2019,95000,190,Automatikgetriebe
BMW,X5 xDrive 48V 40d M Sport Steptronic 7-Sitzer,62900.00,10.2020,50000,340,Automatikgetriebe
BMW,M850i xDrive First Edition Steptronic,79800.00,09.2019,19000,530,Automatikgetriebe
BMW,325 IX,17999.00,03.1988,125400,170,Automatikgetriebe
BMW,X4M xDrive Steptronic,49000.00,05.2020,87000,480,Automatikgetriebe
BMW,M760Li xDrive Steptronic,,05.2018,65000,610,Automatikgetriebe
BMW,M340i xDrive 48V Touring Steptronic,,02.2021,38000,374,Automatikgetriebe
BMW,X3 4X4 xDrive 20d M Sport Steptronic,18500.00,02.2016,145000,190,Automatikgetriebe
BMW,iX xDrive50,116700.00,Neues Fahrzeug,20,523,Automatikgetriebe
BMW,i5 M60 xDrive,103200.00,Neues Fahrzeug,20,601,Automatikgetriebe
BMW,i5 M60 xDrive,106300.00,Neues Fahrzeug,20,601,Automatikgetriebe
BMW,i5 M60 xDrive,111800.00,Neues Fahrzeug,20,601,Automatikgetriebe
BMW,i5 M60 xDrive,107400.00,Neues Fahrzeug,20,601,Automatikgetriebe
BMW,i5 M60 xDrive Touring,101200.00,10.2024,2000,601,Automatikgetriebe
BMW,i5 eDrive40 Touring,76600.00,Neues Fahrzeug,20,340,Automatikgetriebe
BMW,i5 eDrive40 Touring,79500.00,Neues Fahrzeug,20,340,Automatikgetriebe
BMW,i4 M50,81600.00,10.2024,10000,544,Automatikgetriebe
BMW,i4 M50,84200.00,Neues Fahrzeug,20,544,Automatikgetriebe
BMW,335i Cabriolet DSG,24700.00,05.2013,81000,306,Automatikgetriebe
BMW,M3 Coupé,172000.00,03.1996,54000,321,Schaltgetriebe
BMW,320d xDrive 48V Touring M Sport Steptronic,29900.00,10.2021,95000,190,Automatikgetriebe
BMW,X1 sDrive20d Efficient Dynamics Edition,9999.00,12.2011,194000,163,Schaltgetriebe
BMW,X5 xDrive M50d Steptronic,42999.00,06.2019,188200,400,Automatikgetriebe
BMW,Z4 M Roadster „neuer Motor“,59000.00,04.2006,34000,343,Schaltgetriebe
BMW,520d Touring xDrive Luxury Line Steptronic,16999.00,09.2015,203000,190,Automatikgetriebe
BMW,X5 xDrive45e M Sport Steptronic,67000.00,12.2022,40000,394,Automatikgetriebe
BMW,320d xDrive Touring Sport Line Steptronic,14990.00,08.2015,123000,184,Automatikgetriebe
BMW,i4 M50 M Sport Pro,58800.00,12.2022,6069,544,Automatikgetriebe
BMW,i4 eDrive40,72000.00,Neues Fahrzeug,20,340,Automatikgetriebe
BMW,i4 eDrive35,55200.00,Neues Fahrzeug,20,286,Automatikgetriebe
BMW,840i xDrive Coupé,115500.00,Neues Fahrzeug,20,333,Automatikgetriebe
BMW,740d xDrive,142200.00,Neues Fahrzeug,20,299,Automatikgetriebe
BMW,550e xDrive,95300.00,Neues Fahrzeug,20,489,Automatikgetriebe
BMW,550e xDrive,99200.00,Neues Fahrzeug,20,489,Automatikgetriebe
BMW,540d xDrive Touring,96400.00,Neues Fahrzeug,20,303,Automatikgetriebe
BMW,540d xDrive Touring,97500.00,Neues Fahrzeug,20,303,Automatikgetriebe
BMW,520d Touring,65500.00,Neues Fahrzeug,20,208,Automatikgetriebe
BMW,520d xDrive Touring,74100.00,Neues Fahrzeug,20,208,Automatikgetriebe
BMW,M550d xDrive Touring Steptronic,19500.00,12.2012,159000,381,Automatikgetriebe
BMW,M Roadster,39900.00,05.2001,136000,325,Schaltgetriebe
BMW,40d,,09.2014,96000,313,Automatikgetriebe
BMW,340i xDrive Touring M Sport Steptronic,27500.00,06.2017,107000,326,Automatikgetriebe
BMW,E39 Touring,15000.00,04.2001,249000,286,Automatikgetriebe
BMW,"BMW X1 xDrive 23i 48V M Sport – Top-Ausstattung, sportlich & effizient",48000.00,04.2023,23500,204,Automatikgetriebe
BMW,X5M Competition,138000.00,09.2023,19000,626,Automatikgetriebe
BMW,X4 xDrive 48V 20d M Sport Steptronic,40000.00,09.2020,65000,190,Automatikgetriebe
BMW,325iX,19999.00,08.1990,199999,170,Schaltgetriebe
BMW,X5 xDrive 30d xLine Steptronic 7 sièges,54500.00,12.2019,74000,265,Automatikgetriebe
BMW,520d xDrive Touring,69500.00,Neues Fahrzeug,20,208,Automatikgetriebe
BMW,430i xDrive SAG Cabrio,74500.00,Neues Fahrzeug,20,245,Automatikgetriebe
BMW,330i xDrive Touring,90000.00,Neues Fahrzeug,20,245,Automatikgetriebe
BMW,330d xDrive SAG,81200.00,Neues Fahrzeug,20,286,Automatikgetriebe
BMW,320d xDrive SAG Touring,87600.00,Neues Fahrzeug,20,201,Automatikgetriebe
BMW,220 Active Tourer 220i paddles Active Tourer,49300.00,Neues Fahrzeug,20,170,Automatikgetriebe
BMW,218 Active Tourer 218d SDKG Active Tourer,52000.00,Neues Fahrzeug,20,150,Automatikgetriebe
BMW,220d xDrive Gran Tourer Sport Line Steptronic,15999.00,04.2018,157495,190,Automatikgetriebe
BMW,iX1 30 xDrive,72300.00,Neues Fahrzeug,20,306,Automatikgetriebe
BMW,X7 xDrive M50i Steptronic,73900.00,09.2020,39000,530,Automatikgetriebe
BMW,X5 xDrive M50d Steptronic,53900.00,12.2018,88000,400,Automatikgetriebe
BMW,M3 Coupé DSG,31999.00,01.2009,217000,420,Automatikgetriebe
BMW,335i GT xDrive Modern Line Steptronic,21900.00,10.2013,59000,306,Automatikgetriebe
BMW,X5 xDrive 40d Steptronic,37500.00,10.2016,183500,313,Automatikgetriebe
BMW,Z3 3.0i Roadster,32000.00,09.2003,39000,231,Schaltgetriebe
BMW,X2 xDrive 20i M Sport X Steptronic,23500.00,06.2018,125000,192,Automatikgetriebe
BMW,Z4 sDrive23i,13900.00,04.2011,174124,204,Schaltgetriebe
BMW,i8 Coupé,84500.00,09.2018,28500,362,Automatikgetriebe
BMW,X6 M50d,67800.00,09.2020,110000,400,Automatikgetriebe
BMW,Z4 M Coupé,52000.00,04.2009,43250,343,Schaltgetriebe
BMW,X3 30i xDrive,43900.00,01.2021,59000,252,Automatikgetriebe
BMW,428i Cabriolet M Sportpaket Steptronic,21900.00,06.2014,115900,245,Automatikgetriebe
BMW,X5 xDrive M50dPureMSport+,39700.00,07.2018,119000,381,Automatikgetriebe
BMW,M340d xDrive Touring,54600.00,09.2021,36700,351,Automatikgetriebe
BMW,M850i xDrive Gran Coupé,84900.00,03.2022,32000,530,Automatikgetriebe
BMW,X6 40d xDrive,69900.00,03.2021,46900,351,Automatikgetriebe
BMW,X5 50e xDrive,79900.00,07.2023,42000,489,Automatikgetriebe
BMW,X1 23i xDrive,43900.00,09.2023,30000,218,Automatikgetriebe
BMW,X3 M40i,56600.00,11.2020,38450,360,Automatikgetriebe
BMW,X2 M35i,35900.00,07.2021,49000,306,Automatikgetriebe
BMW,530d xDrive Touring Sport Line Steptronic,23999.00,02.2018,131000,265,Automatikgetriebe
BMW,325 Cabrio inkl. Veteraneneintrag,28500.00,06.1988,156500,170,Schaltgetriebe
BMW,M3 Coupé,39900.00,10.2002,132371,343,Automatikgetriebe
BMW,X5 xDrive M50d Steptronic,,01.2019,51900,400,Automatikgetriebe
BMW,530e iPerformance Sport Line Steptronic,44500.00,12.2019,19500,292,Automatikgetriebe
BMW,X1 xDrive 28i Sport Line Steptronic,14900.00,05.2013,135000,285,Automatikgetriebe
BMW,Z3 3.0i Roadster,18800.00,06.2001,153000,231,Schaltgetriebe
BMW,X1 xDrive 18d xLine Steptronic,23900.00,04.2018,68000,150,Automatikgetriebe
BMW,M135i xDrive Steptronic,23900.00,04.2015,76000,326,Automatikgetriebe
BMW,440i Cabriolet xDrive M Sport Steptronic,39800.00,08.2018,58000,326,Automatikgetriebe
BMW,230e xDrive ActiveTourer MSport,39900.00,12.2022,22000,326,Automatikgetriebe
BMW,M340 d xDrive Touring *Dravitgrau* *M Sportsitze* *Assistenzpaket*,47800.00,05.2021,83100,340,Automatikgetriebe
BMW,i5 xDrive M60 Touring MSport Pro,87900.00,06.2024,5000,601,Automatikgetriebe
BMW,i3s (120Ah),23900.00,04.2021,27000,184,Automatikgetriebe
BMW,218d xDrive Active Tourer Steptronic Sport Line,18900.00,11.2018,56000,150,Automatikgetriebe
BMW,X1 sDrive 18d Essent.Ed,20900.00,09.2021,53600,150,Schaltgetriebe
BMW,iX3 Impressive,54900.00,06.2024,10000,286,Automatikgetriebe
BMW,X3 xDrive 48V 30d xLine Steptronic,31990.00,12.2020,99500,286,Automatikgetriebe
BMW,i3 (120Ah),19900.00,10.2019,26000,170,Automatikgetriebe
BMW,223d xDrive Active Tourer,46900.00,10.2023,5650,211,Automatikgetriebe
BMW,X6 M50i Steptronic,79900.00,03.2020,40000,530,Automatikgetriebe
BMW,M2 Drivelogic,39900.00,12.2017,73000,370,Automatikgetriebe
BMW,330Ci Coupé,11700.00,07.2005,210000,231,Automatikgetriebe
BMW,218i M Sport,11980.00,07.2015,165000,136,Schaltgetriebe
BMW,316i 1.8,19990.00,03.1984,1500,102,Schaltgetriebe
BMW,M5 xDrive Competition Drivelogic,91900.00,06.2022,41000,625,Automatikgetriebe
BMW,X3 xDrive 30e,,09.2022,27,292,Automatikgetriebe
BMW,218d xDrive Active Tourer Steptronic Sport Line,10700.00,11.2018,154000,150,Automatikgetriebe
BMW,M240i xDrive Steptronic,42900.00,04.2021,18950,340,Automatikgetriebe
BMW,F90 Competition,89900.00,10.2019,43500,626,Automatikgetriebe
BMW,X3 xDrive 28i xLine Steptronic,19900.00,08.2016,95600,245,Automatikgetriebe
BMW,X5 xDrive M50d,64900.00,05.2021,77300,400,Automatikgetriebe
BMW,M240i xDrive Steptronic,42999.00,11.2021,19500,340,Automatikgetriebe
BMW,530d xDr 48VTour Pure M S,56900.00,01.2024,36000,286,Automatikgetriebe
BMW,128ti Steptronic,31900.00,03.2021,60300,265,Automatikgetriebe
BMW,X3 30e xDrive SAG,59900.00,09.2023,21900,292,Automatikgetriebe
BMW,X4 M40i Steptronic,38900.00,02.2019,102850,360,Automatikgetriebe
BMW,i4 xDrive 40 M Sport Pro,85500.00,Neues Fahrzeug,10,401,Automatikgetriebe
BMW,i4 xDrive 40 M Sport,81900.00,Neues Fahrzeug,10,401,Automatikgetriebe
BMW,X1 xDrive 25e Sport Line,28900.00,03.2021,38650,125,Automatikgetriebe
BMW,M3 Touring xDrive Competition M,90200.00,08.2023,20000,510,Automatikgetriebe
BMW,Z4 3.0si Roadster,13800.00,06.2008,168000,265,Schaltgetriebe
BMW,M850i xDrive Steptronic,57500.00,11.2018,82000,530,Automatikgetriebe
BMW,318i Touring Steptronic M Sport,26900.00,01.2021,111500,156,Automatikgetriebe
BMW,csi,41900.00,08.1982,53000,218,Automatikgetriebe
BMW,X3 xDrive 20d M Sport Steptronic,35000.00,05.2018,99500,190,Automatikgetriebe
BMW,218d,,10.2016,178700,150,Schaltgetriebe
BMW,X5 xDrive 30d Steptronic,,02.2015,79000,258,Automatikgetriebe
BMW,M2 Drivelogic,48000.00,08.2016,58000,370,Automatikgetriebe
BMW,X5 xDrive M Steptronic,19500.00,12.2011,174000,555,Automatikgetriebe
BMW,X3 M40d 48V Steptronic Individual,39900.00,04.2021,99500,340,Automatikgetriebe
BMW,530d xDrive SAG Touring,19900.00,03.2018,195800,265,Automatikgetriebe
BMW,X1 xDrive 25e Sport Line,29900.00,12.2021,44700,125,Automatikgetriebe
BMW,X2 xDrive 20i M Sp.,35900.00,05.2022,32000,178,Automatikgetriebe
BMW,M5 xDrive Drivelogic *Bowers & Wilkins*,79490.00,04.2023,57300,600,Automatikgetriebe
BMW,M5 xDrive Touring,150900.00,05.2025,1000,727,Automatikgetriebe
BMW,M240i xDrive Coupé *CURVED-DISPLAY*,47890.00,02.2023,12500,374,Automatikgetriebe
BMW,128ti Steptronic,30500.00,06.2021,41000,265,Automatikgetriebe
BMW,220i Active Tourer M Sport Steptronic,15900.00,09.2017,90800,192,Automatikgetriebe
BMW,X3 xDrive 30e M Sport,36900.00,12.2020,64500,184,Automatikgetriebe
BMW,M Coupé,45000.00,01.1999,129800,321,Schaltgetriebe
BMW,M140i xDrive Steptronic (Dähler),27900.00,10.2016,113500,420,Automatikgetriebe
BMW,440i Coupé xDrive Power & Sound Ed. Steptronic,39000.00,12.2017,98000,360,Automatikgetriebe
BMW,135i Cabrio,22900.00,07.2013,67000,306,Schaltgetriebe
BMW,X3 xDrive 30d M Sport Steptronic,36500.00,09.2018,85600,265,Automatikgetriebe
BMW,X6 xDrive 48V 40d xLine Steptronic,69950.00,05.2021,64000,340,Automatikgetriebe
BMW,M3 compétition xDrive,77900.00,09.2021,69900,510,Automatikgetriebe
BMW,M340d xDrive 48V Touring Steptronic Sport,33900.00,07.2021,180000,340,Automatikgetriebe
BMW,X5 xDrive M50d Steptronic,59500.00,12.2019,54100,400,Automatikgetriebe
BMW,M440i xDrive 48V Coupé Steptronic,,05.2021,53000,374,Automatikgetriebe
BMW,120i,50700.00,Neues Fahrzeug,20,170,Automatikgetriebe
BMW,X1 20i sDrive,60400.00,Neues Fahrzeug,20,170,Automatikgetriebe
BMW,X3 30d xDrive SAG,44900.00,09.2021,71000,296,Automatikgetriebe
BMW,335d xDrive Touring Edition M Sport Steptronic,31800.00,09.2019,113600,313,Automatikgetriebe
BMW,X6 xDrive 35i Steptronic,14900.00,10.2009,158400,306,Automatikgetriebe
BMW,X3M X3 M Competition,49900.00,08.2019,94671,510,Automatikgetriebe
BMW,530e xDrive Touring M Sport,59900.00,05.2024,22800,292,Automatikgetriebe
BMW,520d xDrive Touring M Sport,62900.00,07.2024,18800,208,Automatikgetriebe
BMW,iX3 Impressive,51900.00,06.2024,8000,286,Automatikgetriebe
BMW,X3 30e xDrive M Sport,55900.00,07.2024,30500,292,Automatikgetriebe
BMW,"M3 Touring xDrive Competition M *Schalensitze, CarbonKeramik*",93800.00,08.2023,19600,510,Automatikgetriebe
BMW,440i Cabriolet xDrive M Sport Individual Steptronic,42800.00,06.2019,83000,430,Automatikgetriebe
BMW,330i Steptronic,,10.2008,152000,272,Automatikgetriebe
BMW,330e x DriveTouring Pure M Sport Steptronic + AHK,30700.00,06.2021,78000,292,Automatikgetriebe
BMW,530e M Sport Steptronic,74900.00,05.2024,17900,299,Automatikgetriebe
BMW,435i Gran Coupé Luxury Line,16500.00,08.2015,157500,306,Schaltgetriebe
BMW,850i A,112400.00,08.1990,44000,300,Automatikgetriebe
BMW,X1 xDrive 28i Steptronic,12500.00,04.2012,105000,245,Automatikgetriebe
BMW,Z4 sDrive35i,23900.00,10.2015,95800,306,Schaltgetriebe
BMW,330Ci Cabriolet,14900.00,05.2005,134500,231,Automatikgetriebe
BMW,X1 xDrive 30e M Sport,56800.00,06.2024,11000,326,Automatikgetriebe
BMW,X3 M40i INDIVIDUAL,77900.00,04.2024,17900,371,Automatikgetriebe
BMW,X5 xDrive 48V 30d M Sport Steptronic,79900.00,05.2024,18900,298,Automatikgetriebe
BMW,230e xDrive Active Tourer Luxury Line,39990.00,08.2023,29070,326,Automatikgetriebe
BMW,X5 40i xDrive,119900.00,02.2025,6900,381,Automatikgetriebe
BMW,X1 23i xDrive paddles,46900.00,06.2024,31000,218,Automatikgetriebe
BMW,X2 M35i,65900.00,10.2024,4900,300,Automatikgetriebe
BMW,X1 30e xDrive paddles,76500.00,Neues Fahrzeug,10,277,Automatikgetriebe
BMW,X1 30e xDrive paddles,73600.00,Neues Fahrzeug,10,277,Automatikgetriebe
BMW,X1 xDrive 23i 48V M Sport,57900.00,04.2023,17900,218,Automatikgetriebe
BMW,X7 xDrive 48V 40d Steptronic,72000.00,08.2021,90000,340,Automatikgetriebe
BMW,X3 xDrive M40i Steptronic,,02.2019,76000,360,Automatikgetriebe
BMW,X5 xDrive 48V 30d M Sport Steptronic,70000.00,11.2022,7000,285,Automatikgetriebe
BMW,X3 xDrive 25d M Sport Steptronic 231 PS,32990.00,05.2018,85000,231,Automatikgetriebe
BMW,X5M Steptronic,,08.2018,106000,575,Automatikgetriebe
BMW,745e M Sport Steptronic,65000.00,08.2022,50000,394,Automatikgetriebe
BMW,M4 Cabriolet Drivelogic M Competition,79900.00,07.2020,15000,450,Automatikgetriebe
BMW,X5 xDrive M50i Steptronic,89900.00,05.2022,22500,530,Automatikgetriebe
BMW,M4 Cabriolet Competition DKG - OHNE OPF!,79900.00,04.2018,18000,450,Automatikgetriebe
BMW,X1 xDrive 20i xLine Steptronic,28850.00,09.2019,81800,192,Automatikgetriebe
BMW,X1 xDrive M35i,79900.00,Neues Fahrzeug,10,300,Automatikgetriebe
BMW,120i,55400.00,Neues Fahrzeug,10,170,Automatikgetriebe
BMW,M2 Steptronic,89900.00,Neues Fahrzeug,10,480,Automatikgetriebe
BMW,M2 Steptronic,94900.00,Neues Fahrzeug,10,480,Automatikgetriebe
BMW,X1 18d xDrive SAG,24900.00,04.2021,39000,150,Automatikgetriebe
BMW,120d xDrive SAG,33900.00,06.2024,28000,190,Automatikgetriebe
BMW,120d xDrive SAG,34850.00,05.2024,29800,190,Automatikgetriebe
BMW,XM Label Plug-in Hybrid,209500.00,04.2025,1000,748,Automatikgetriebe
BMW,X5M Competition Steptronic Competition,92999.00,01.2022,46400,626,Automatikgetriebe
BMW,X6 40i xDrive,117900.00,Neues Fahrzeug,8,381,Automatikgetriebe
BMW,i4 M50,65000.00,04.2022,15200,544,Automatikgetriebe
BMW,530d Touring Luxury Line Steptronic,38666.00,10.2017,86000,265,Automatikgetriebe
BMW,X5 xDrive 25d Steptronic,,03.2016,50000,231,Automatikgetriebe
BMW,X3 xDrive M Competition Steptronic,,03.2023,61000,510,Automatikgetriebe
BMW,M135i xDrive Steptronic,36790.00,10.2019,54500,306,Automatikgetriebe
BMW,M240i xDrive Coupe M Performance inkl. Garantie & Gratisservice | CH Fahrzeug,37800.00,10.2018,72000,340,Automatikgetriebe
BMW,"225i xDrive Active Tourer Steptronic, services gratuits, expertise du jour, garantie",17500.00,08.2016,75000,231,Automatikgetriebe
BMW,430d Cabriolet Steptronic Platinum Plus Edition,40900.00,02.2020,62000,258,Automatikgetriebe
BMW,Z4 sDrive35i DKG,29000.00,01.2015,75000,306,Automatikgetriebe
BMW,435d Gran Coupé xDrive M Sport Steptronic,37850.00,03.2019,32083,313,Automatikgetriebe
BMW,X1 xDrive M35i,79999.00,Neues Fahrzeug,21,300,Automatikgetriebe
BMW,220i M Sport Steptronic,25800.00,02.2018,90300,184,Automatikgetriebe
BMW,X3 xDrive 30d xLine Steptronic,20900.00,12.2015,129790,258,Automatikgetriebe
BMW,iX xDrive60 M Sport Pro,129900.00,Neues Fahrzeug,11,544,Automatikgetriebe
BMW,i5 eDr 40 Tour.MSport Pro,89900.00,Neues Fahrzeug,11,340,Automatikgetriebe
BMW,435i Coupé Luxury Line Steptronic,32800.00,03.2014,3000,306,Automatikgetriebe
BMW,520d Touring xDrive M Sport Steptronic,14900.00,02.2017,164700,190,Automatikgetriebe
BMW,218d xDrive Active Tourer Steptronic Sport Line,18800.00,11.2021,106500,150,Automatikgetriebe
BMW,330i Touring Steptronic M Sport - Live Cockpit - Navi - Kamera - 245 PS,39800.00,05.2024,6300,245,Automatikgetriebe
BMW,X5 xDrive 48V 40d xLine Steptronic,59800.00,09.2021,45878,340,Automatikgetriebe
BMW,X4 M40i Performance,39900.00,04.2016,72000,360,Automatikgetriebe
BMW,X1 xDrive 25d M Sport Steptronic,34900.00,12.2020,98500,231,Automatikgetriebe
BMW,520d Steptronic,20900.00,05.2015,220000,190,Automatikgetriebe
BMW,X5 xDrive 48V 30d M Sport Pro Steptronic,99800.00,03.2024,8000,286,Automatikgetriebe
BMW,M6 Gran Coupé Drivelogic,,10.2016,87000,600,Automatikgetriebe
BMW,320d xDrive 48V Touring M Sport Steptronic,34000.00,06.2022,45000,190,Automatikgetriebe
BMW,M4 Coupé DKG,56999.00,03.2017,61800,431,Automatikgetriebe
BMW,M320i,22300.00,07.1988,208121,129,Schaltgetriebe
BMW,X5 xDrive M50d Steptronic,38900.00,02.2017,130000,381,Automatikgetriebe
BMW,Z4 sDrive23i,25000.00,08.2011,88000,204,Schaltgetriebe
BMW,120d M Sport Pro Steptronic,58700.00,Neues Fahrzeug,100,150,Automatikgetriebe
BMW,320d xDrive 48V Steptronic M Sport Pro,83800.00,Neues Fahrzeug,100,190,Automatikgetriebe
BMW,M440i xDrive 48V Cabriolet M Sport Pro Steptronic,99500.00,Neues Fahrzeug,100,374,Automatikgetriebe
BMW,M440d xDrive 48V Coupé M Sport Pro Steptronic,97500.00,Neues Fahrzeug,98,340,Automatikgetriebe
BMW,M4 Coupé Competition M xDrive,132900.00,Neues Fahrzeug,100,530,Automatikgetriebe
BMW,750i xDrive Steptronic *Individual*22''Felgen*,59780.00,12.2020,62600,530,Automatikgetriebe
BMW,X5 40i xDrive SAG,57900.00,03.2021,40000,340,Automatikgetriebe
BMW,540i M Sport Steptronic *Panorama*,46790.00,03.2021,86700,333,Automatikgetriebe
BMW,520d 48V M Sport Steptronic *Werksgarantie*,52890.00,06.2024,5500,197,Automatikgetriebe
BMW,M340i xDrive 48V Touring Steptronic M Sport Pro,94890.00,Neues Fahrzeug,50,374,Automatikgetriebe
BMW,X3 xDrive 35d Steptronic,,08.2014,109000,313,Automatikgetriebe
BMW,X5 xDrive M50d Steptronic,47600.00,04.2016,89000,381,Automatikgetriebe
BMW,M440i xDrive 48V Cabriolet M Sport PRO Steptronic,,05.2023,11000,374,Automatikgetriebe
BMW,116i,6900.00,04.2008,76700,122,Schaltgetriebe
BMW,X2 xDrive 20i M Sport,33800.00,09.2021,26843,178,Automatikgetriebe
BMW,X7 xDrive 30d Steptronic,66900.00,08.2020,72000,265,Automatikgetriebe
