Brand,Model,Preis,Jahr,Kilometer,PS,Getriebe
BMW,iX1 30 xDrive,66500.00,Neues Fahrzeug,10,306,Automatikgetriebe
BMW,iX xDrive60,115200.00,Neues Fahrzeug,10,544,Automatikgetriebe
BMW,X2 M35i,80200.00,Neues Fahrzeug,10,300,Automatikgetriebe
BMW,X5 40d xDrive SAG,131400.00,Neues Fahrzeug,10,352,Automatikgetriebe
BMW,i5 ///M60 xDrive Touring,99900.00,09.2024,9990,601,Automatikgetriebe
BMW,520d xDrive Limousine 48V M Sport Pro,82900.00,02.2025,7900,208,Automatikgetriebe
BMW,X5 xDrive 48V 30d M Sport Steptronic,55999.00,12.2020,61000,285,Automatikgetriebe
BMW,X1 xDrive M35i,79900.00,Neues Fahrzeug,10,300,Automatikgetriebe
BMW,M3 / E36,54500.00,05.1996,178000,321,Schaltgetriebe
BMW,318i Touring,14800.00,01.1994,238500,111,Schaltgetriebe
BMW,218d,7899.00,01.2015,241000,143,Schaltgetriebe
BMW,335i Cabriolet DSG,22400.00,07.2011,104000,306,Automatikgetriebe
BMW,Z3 1.9i Roadster,10500.00,05.2002,183000,118,Schaltgetriebe
BMW,730Ld xDrive Steptronic [✦ LANGVERSION ✦],34790.00,03.2016,163000,265,Automatikgetriebe
BMW,M240i xDrive Steptronic,31500.00,05.2017,92000,340,Automatikgetriebe
BMW,328Ci Coupé,9500.00,03.2000,124000,193,Automatikgetriebe
BMW,650i Gran Coupé xDrive,,08.2013,192000,450,Automatikgetriebe
BMW,M440i xDrive 48V Cabriolet Steptronic,62900.00,03.2023,19000,374,Automatikgetriebe
BMW,M135 xDrive M Sport Pro,75900.00,Neues Fahrzeug,10,300,Automatikgetriebe
BMW,X5 xDrive45e M Sport,56900.00,05.2021,53450,286,Automatikgetriebe
BMW,iX3,32900.00,12.2021,28900,286,Automatikgetriebe
BMW,X3 M40d 48V Pure M Sport Steptronic,39900.00,05.2021,105790,340,Automatikgetriebe
BMW,118i M-Sport,20900.00,10.2020,96000,140,Automatikgetriebe
BMW,520d xDrive 48V Touring Steptronic,46880.00,01.2024,3851,190,Automatikgetriebe
BMW,330e x DriveTouring M Sport Steptronic,30890.00,03.2022,92961,292,Automatikgetriebe
BMW,320d xDrive 48V Touring Steptronic,21890.00,07.2020,143912,190,Automatikgetriebe
BMW,iX xDrive60 M Sport,126600.00,05.2025,1000,544,Automatikgetriebe
BMW,430i Grand Coupé M Sport Steptronic,41900.00,12.2022,41500,245,Automatikgetriebe
BMW,i3 (60Ah) Range Extender,12800.00,04.2015,69000,170,Automatikgetriebe
BMW,120i Edition M Sport Steptronic,19900.00,04.2019,83000,184,Automatikgetriebe
BMW,5er Touring Business Steptronic,10000.00,11.2013,170000,143,Automatikgetriebe
BMW,630i,9800.00,06.2005,190000,258,Automatikgetriebe
BMW,320d xDrive Touring M Sport Line Steptronic,16500.00,01.2017,171000,190,Automatikgetriebe
BMW,M340i xDrive 48V Steptronic M Sport Pro,74500.00,12.2023,45000,374,Automatikgetriebe
BMW,M135i xDrive Steptronic,39800.00,07.2022,45000,306,Automatikgetriebe
BMW,M240i xDrive M Sport Pro Steptronic,63000.00,04.2023,19500,374,Automatikgetriebe
BMW,528i Touring xDrive Steptronic,18900.00,11.2014,130000,245,Automatikgetriebe
BMW,X4 xDrive 20d Steptronic,30000.00,10.2017,80000,190,Automatikgetriebe
BMW,750i xDrive Steptronic,39900.00,04.2016,80700,450,Automatikgetriebe
BMW,X7 xDrive M50i,74900.00,07.2021,64000,530,Automatikgetriebe
BMW,320d xDrive 48V M Sport,53900.00,09.2024,7800,190,Automatikgetriebe
BMW,225xe Active Tourer,19800.00,08.2019,68000,136,Automatikgetriebe
BMW,320d xDr 48V Tour M Sport,39900.00,07.2024,30200,190,Automatikgetriebe
BMW,X5 xDrive 48V 40d M Sport,69900.00,04.2021,38400,340,Automatikgetriebe
BMW,120d xDrive SAG,28800.00,03.2021,67400,190,Automatikgetriebe
BMW,X1 xDr23i 48V M Sport Pro,74500.00,Neues Fahrzeug,10,204,Automatikgetriebe
BMW,iX1 xDrive 30 M Sport Pro,72200.00,Neues Fahrzeug,10,306,Automatikgetriebe
BMW,223d AT xDr M Sport DKG,63800.00,Neues Fahrzeug,10,197,Automatikgetriebe
BMW,X7 xDrive M50i Steptronic,76500.00,10.2020,65900,530,Automatikgetriebe
BMW,435i Cabriolet xDrive M Sport Steptronic,25000.00,12.2015,120000,306,Automatikgetriebe
BMW,M550d Touring xDrive Steptronic,,03.2017,46700,381,Automatikgetriebe
BMW,420d xDrive 48V Coupé M Sport Steptronic,36500.00,06.2021,72000,190,Automatikgetriebe
BMW,X3 xDrive M Steptronic,58600.00,05.2020,61500,480,Automatikgetriebe
BMW,X1 xDrive 25i M Sport Steptronic,27000.00,04.2018,87000,231,Automatikgetriebe
BMW,X4 M 40i Steptronic,30000.00,08.2017,100500,360,Automatikgetriebe
BMW,M3 Coupé,36000.00,01.1994,227053,286,Schaltgetriebe
BMW,535i Touring e61 N54 Biturbo,19900.00,05.2009,285000,306,Automatikgetriebe
BMW,330d Touring,,04.2003,132000,204,Automatikgetriebe
BMW,X5 xDrive45e M Sport Steptronic,54900.00,06.2021,97000,394,Automatikgetriebe
BMW,M440i xDrive 48V Coupé Steptronic,42800.00,10.2020,42000,374,Automatikgetriebe
BMW,X4 xDrive 25d M Sport Steptronic,23900.00,08.2018,148000,231,Automatikgetriebe
BMW,iX1 xDrive 30 M Sport Pro,69800.00,Neues Fahrzeug,1,306,Automatikgetriebe
BMW,i3 S 120 Ah,25600.00,12.2020,17700,184,Automatikgetriebe
BMW,X3 M40i,57600.00,03.2021,33900,360,Automatikgetriebe
BMW,XM 50e,109900.00,04.2024,25500,476,Automatikgetriebe
BMW,XM Label *CH-Fahrzeug* *AHK* *Bowers & Wilkins*,159900.00,05.2024,14800,748,Automatikgetriebe
BMW,X5 45e xDrive SAG,54900.00,12.2020,62000,394,Automatikgetriebe
BMW,X3 30e xDrive M Sport SAG,34900.00,06.2021,63000,292,Automatikgetriebe
BMW,118i Cabrio,,08.2012,102000,143,Schaltgetriebe
BMW,745Le xDrive Steptronic,49500.00,05.2019,135000,394,Automatikgetriebe
BMW,128ti Steptronic,,06.2021,90000,265,Automatikgetriebe
BMW,318iS,20200.00,02.1990,288000,136,Schaltgetriebe
BMW,M5 xDrive Competition Drivelogic,69900.00,10.2019,87000,626,Automatikgetriebe
BMW,M3 Coupé,64990.00,02.2002,74000,343,Schaltgetriebe
BMW,i8 Coupé,64900.00,01.2017,97000,361,Automatikgetriebe
BMW,318d Modern Line Steptronic,10500.00,05.2012,146500,143,Automatikgetriebe
BMW,550i Steptronic,13540.00,07.2007,183000,367,Automatikgetriebe
BMW,X6 xDrive 30d Steptronic,32500.00,12.2015,139000,258,Automatikgetriebe
BMW,X3 30e xDrive SAG,45900.00,01.2022,51000,292,Automatikgetriebe
BMW,435d Gran Coupé xDrive M Sport Steptronic,16600.00,05.2016,182000,313,Automatikgetriebe
BMW,M235i Gran Coupé xDrive,38900.00,02.2021,34700,306,Automatikgetriebe
BMW,M235i Gran Coupé xDrive,39900.00,07.2024,25400,306,Automatikgetriebe
BMW,M240i,34900.00,07.2018,81900,340,Automatikgetriebe
BMW,220i,34900.00,07.2022,25900,184,Automatikgetriebe
BMW,520d xDrive Touring Steptronic,20900.00,06.2018,149000,190,Automatikgetriebe
BMW,X1 xDrive 20i Steptronic,29800.00,01.2021,57000,178,Automatikgetriebe
BMW,X1 xDrive 25e xLine,68040.00,Neues Fahrzeug,10,245,Automatikgetriebe
BMW,M5 xDrive Touring,156900.00,Neues Fahrzeug,10,727,Automatikgetriebe
BMW,M140i xdrive steptronic,27400.00,04.2018,146000,340,Automatikgetriebe
BMW,X5 xDrive 40e iPerformance Steptronic,,02.2016,86500,313,Automatikgetriebe
BMW,840d xDrive 48V M Sport Steptronic,68700.00,05.2021,42999,340,Automatikgetriebe
BMW,X5 xDrive 40e iPerformance Steptronic,24000.00,04.2016,190000,313,Automatikgetriebe
BMW,X5 xDrive45e M Sport Steptronic,53900.00,04.2022,80000,394,Automatikgetriebe
BMW,Z8,220000.00,04.2001,21800,,Schaltgetriebe
BMW,X5 xDrive M50d Steptronic,49800.00,09.2020,114000,400,Automatikgetriebe
BMW,335d xDrive Touring M Sport Line Steptronic,21990.00,02.2017,195000,313,Automatikgetriebe
BMW,Z4 3.0i Roadster,14500.00,05.2003,131000,231,Schaltgetriebe
BMW,435d Cabriolet xDrive M Sport Steptronic,29990.00,02.2017,67000,313,Automatikgetriebe
BMW,640d Gran Coupé,28800.00,06.2012,73500,313,Automatikgetriebe
BMW,X5 30d xDrive M Sport,64890.00,10.2019,22200,265,Automatikgetriebe
BMW,220i Steptronic,27700.00,06.2019,44000,184,Automatikgetriebe
BMW,X5 xDrive45e Steptronic M Sportpaket,44790.00,11.2019,114195,394,Automatikgetriebe
BMW,i5 M60 Touring M Sport Pro,129290.00,Neues Fahrzeug,10,601,Automatikgetriebe
BMW,320d xDrive 48V Touring Steptronic M Sport *Laser*Spurhalte*Abstandstempomat*,39890.00,10.2023,32900,190,Automatikgetriebe
BMW,530d xDrive M-Sportpaket Touring,24900.00,11.2017,165000,265,Automatikgetriebe
BMW,X3 30d xDrive SAG,33800.00,05.2020,95500,265,Automatikgetriebe
BMW,X4 M40i,52900.00,07.2021,58300,360,Automatikgetriebe
BMW,X6 xDrive 40d Steptronic,18890.00,05.2010,190456,306,Automatikgetriebe
BMW,X3 xDrive 48V M40d M Sport Edition Individual Steptronic,65000.00,09.2022,48000,339,Automatikgetriebe
BMW,M240i xDrive M Sport Pro Steptronic,57000.00,12.2023,16000,,Automatikgetriebe
BMW,M2 CS,75000.00,06.2020,23000,450,Schaltgetriebe
BMW,M850i xDrive Steptronic,79990.00,11.2022,43000,530,Automatikgetriebe
BMW,330e x DriveTouring Steptronic,62000.00,05.2022,7000,292,Automatikgetriebe
BMW,440i Cabriolet M Sport Steptronic,38990.00,04.2017,80000,326,Automatikgetriebe
BMW,"118, Keramikversiegelung, 8 Fach Bereifung mit neuen Winterpneu, Top Zustand, Handschalter",13500.00,04.2013,126000,143,Schaltgetriebe
BMW,X3 xDrive 30e M Sport,31400.00,12.2020,107000,292,Automatikgetriebe
BMW,X1 xDrive 20d xLine Steptronic,23850.00,09.2018,85000,190,Automatikgetriebe
BMW,iX xDrive50,46000.00,11.2021,68500,524,Automatikgetriebe
BMW,X6 40d xDrive CH FAHRZEUG,38900.00,10.2016,100000,313,Automatikgetriebe
BMW,X5 xDrive 48V 30d M Sport,69900.00,12.2022,25100,285,Automatikgetriebe
BMW,218d Active Tourer DKG,24900.00,08.2022,63000,150,Automatikgetriebe
BMW,120d xDrive M Sport,35900.00,06.2024,31500,190,Automatikgetriebe
BMW,X3 xDrive 30e M Sport,78800.00,04.2025,600,190,Automatikgetriebe
BMW,iX1 xDrive 30 M Sport,69900.00,Neues Fahrzeug,10,306,Automatikgetriebe
BMW,iX1 xDrive 30 M Sport,66500.00,Neues Fahrzeug,10,306,Automatikgetriebe
BMW,iX1 eDrive 20 M Sport Pro,64900.00,Neues Fahrzeug,100,204,Automatikgetriebe
BMW,X1 xDrive 23i 48V,46900.00,09.2023,27800,204,Automatikgetriebe
BMW,iX1 xDrive 30 xLine,75155.00,Neues Fahrzeug,5,306,Automatikgetriebe
BMW,X5 xDrive 40i Steptronic M sport,,09.2019,86000,340,Automatikgetriebe
BMW,218d xDrive Gran Tourer Steptronic,,04.2021,91613,150,Automatikgetriebe
BMW,535d xDrive Touring Steptronic,19300.00,04.2012,132700,313,Automatikgetriebe
BMW,540i,,01.2000,77500,286,Automatikgetriebe
BMW,Z4 sDrive30i Steptronic,22000.00,06.2010,63500,258,Automatikgetriebe
BMW,BMW 520d Touring Luxury Line Steptronic,,03.2019,130000,190,Automatikgetriebe
BMW,X3 xDrive 20d M Sport Steptronic,31900.00,09.2019,105000,190,Automatikgetriebe
BMW,M135i xDrive Steptronic,31488.00,02.2020,53550,306,Automatikgetriebe
BMW,M4 Cabriolet Drivelogic M Competition,66000.00,09.2019,66000,450,Automatikgetriebe
BMW,X5 xDrive 30d xLine Steptronic,54500.00,09.2019,56000,265,Automatikgetriebe
BMW,X3 20d xDrive M-Sport,38900.00,11.2021,109800,201,Automatikgetriebe
BMW,X1 xDrive 23i 48V M Sport,47900.00,07.2024,31000,204,Automatikgetriebe
BMW,X1 xDrive 20i M Sport,39600.00,04.2022,14000,178,Automatikgetriebe
BMW,iX1 xDrive 30 M Sport,49900.00,08.2023,16000,306,Automatikgetriebe
BMW,M3 Drivelogic,55890.00,02.2015,129900,431,Automatikgetriebe
BMW,X1 xDrive 20i xLine Steptronic,9999.00,09.2013,174000,184,Automatikgetriebe
BMW,Z4 sDrive35i DKG,17700.00,07.2009,148900,306,Automatikgetriebe
BMW,X5M Competition,159900.00,11.2023,10900,626,Automatikgetriebe
BMW,X6 M50i,69900.00,06.2021,42000,530,Automatikgetriebe
BMW,X2 xDrive 20i M Sport Steptronic,26900.00,09.2019,63000,192,Automatikgetriebe
BMW,Z4 Coupé 3.0si,18900.00,12.2008,187000,265,Schaltgetriebe
BMW,M4 Coupé Competition DKG,59900.00,04.2019,66600,450,Automatikgetriebe
BMW,X4 xDrive 30d Steptronic,38600.00,03.2018,110000,258,Automatikgetriebe
BMW,640i Gran Coupé xDrive,45900.00,10.2014,72000,320,Automatikgetriebe
BMW,328i xDrive Touring Sport Line Steptronic,18900.00,06.2014,105700,245,Automatikgetriebe
BMW,X4 xDrive 35i xLine Steptronic,21000.00,12.2014,130000,306,Automatikgetriebe
BMW,M6 Cabrio - V10,56900.00,03.2007,21430,507,Automatikgetriebe
BMW,X6 M50d Steptronic,46900.00,01.2016,125000,381,Automatikgetriebe
BMW,340i xDrive Touring Edition M Sport Steptronic,31500.00,08.2018,97000,326,Automatikgetriebe
BMW,M2 Steptronic,85000.00,03.2024,3400,460,Automatikgetriebe
BMW,i3 S 94 Ah,17500.00,10.2019,56600,184,Automatikgetriebe
BMW,M240i xDrive SAG Cabrio,43900.00,07.2021,23000,340,Automatikgetriebe
BMW,X1 xDrive M35i,68900.00,01.2025,2500,300,Automatikgetriebe
BMW,320d xDrive Touring Edition M Sport Steptronic,23900.00,10.2019,102000,190,Automatikgetriebe
BMW,220d xDrive M Sport Steptronic,22900.00,08.2019,110000,190,Automatikgetriebe
BMW,X1 sDrive 18d,39900.00,07.2023,2500,150,Automatikgetriebe
BMW,X5 xDrive 48V 30d M Sport,73900.00,09.2022,25500,285,Automatikgetriebe
BMW,X5M X5 M Competition,84800.00,08.2020,28500,625,Automatikgetriebe
BMW,740d xDrive 48V M Sport,89500.00,02.2024,19800,286,Automatikgetriebe
BMW,X3 M40d,53800.00,01.2021,34500,351,Automatikgetriebe
BMW,X5 xDrive 30d xLine Steptronic,52990.00,06.2019,87000,265,Automatikgetriebe
BMW,Z4 sDrive30i,19500.00,05.2011,45000,258,Automatikgetriebe
BMW,118i Essential Edition,,08.2019,21100,136,Automatikgetriebe
BMW,iX1 xDrive 30,45000.00,08.2024,14000,306,Automatikgetriebe
BMW,X5 xDrive M50i Steptronic,70000.00,11.2021,57000,530,Automatikgetriebe
BMW,BMW Z3 Roadster 2.8,19500.00,03.2000,93000,192,Schaltgetriebe
BMW,Z3 3.0i Roadster,30500.00,04.2002,49000,231,Schaltgetriebe
BMW,X5 xDrive 40d Steptronic,34000.00,10.2016,156000,313,Automatikgetriebe
BMW,X5 xDrive 30d xLine Steptronic,52900.00,08.2019,86000,265,Automatikgetriebe
BMW,320d xDrive Touring Steptronic,18490.00,01.2015,95000,184,Automatikgetriebe
BMW,530e xDrive SAG Touring,48500.00,05.2023,11900,292,Automatikgetriebe
BMW,220i xDrive GC M Sport,36900.00,07.2023,34550,178,Automatikgetriebe
BMW,X3 M40d Individual,43900.00,12.2019,70800,326,Automatikgetriebe
BMW,i3 (120Ah),20900.00,06.2021,40100,170,Automatikgetriebe
BMW,X1 xDrive 18d M Sport Steptronic,17900.00,02.2019,120000,150,Automatikgetriebe
BMW,M550i xDrive Steptronic,44899.00,01.2020,125000,530,Automatikgetriebe
BMW,iX1 xDrive 30 M Sport Pro,64800.00,Neues Fahrzeug,15,306,Automatikgetriebe
BMW,X3 M40i **21 Zoll Aluräder**,55890.00,10.2021,35100,360,Automatikgetriebe
BMW,540d xDr 48V Tour M.S.Pro,101800.00,Neues Fahrzeug,1,303,Automatikgetriebe
BMW,230e xDr. Act. T. M Sport,63700.00,Neues Fahrzeug,1,150,Automatikgetriebe
BMW,430d Gran Coupé xDrive Steptronic,22500.00,08.2015,94000,258,Automatikgetriebe
BMW,M340i xDrive 48V Steptronic,48500.00,05.2022,64700,374,Automatikgetriebe
BMW,X4 xDrive 30i xLine Steptronic,32900.00,05.2019,106000,252,Automatikgetriebe
BMW,X3 xDrive 30e M Sport,54900.00,03.2023,29800,292,Automatikgetriebe
BMW,M135i xDrive Steptronic,33900.00,09.2021,57500,306,Automatikgetriebe
BMW,Z4 sDrive 20i Sport Line Steptronic,34900.00,11.2020,16100,197,Automatikgetriebe
BMW,X1 xDrive 25e Steptronic,21490.00,10.2020,62000,220,Automatikgetriebe
BMW,X5M Steptronic,32900.00,05.2015,165000,575,Automatikgetriebe
BMW,X5 xDrive 50e M Sport Pro Steptronic,129900.00,08.2024,1000,489,Automatikgetriebe
BMW,X3 xDrive M Competition Steptronic,74900.00,12.2020,25000,510,Automatikgetriebe
BMW,M4 Cabrio Competition M xDrive,133900.00,Neues Fahrzeug,1,530,Automatikgetriebe
BMW,X6 xDrive 48V 30d M Sport Plus Steptronic,64899.00,12.2021,62900,286,Automatikgetriebe
BMW,X5M Competition Steptronic,84900.00,07.2022,34300,626,Automatikgetriebe
BMW,X5 xDrive 25d Steptronic,34790.00,09.2017,36105,231,Automatikgetriebe
BMW,M3 Tour xDr Competition M,113400.00,11.2024,8700,530,Automatikgetriebe
BMW,M3 Tour xDr Competition M,125900.00,Neues Fahrzeug,10,530,Automatikgetriebe
BMW,X3 xDrive M40i Steptronic,42850.00,01.2020,92000,360,Automatikgetriebe
BMW,223d Active Tourer xDrive M Sport DKG,56900.00,Neues Fahrzeug,10,197,Automatikgetriebe
BMW,225e xDr. Act. T. M Sport,42500.00,10.2023,14500,136,Automatikgetriebe
BMW,X7 xDrive 48V 40d M Sport Pro Steptronic,109900.00,05.2024,23000,340,Automatikgetriebe
BMW,M340i xDrive 48V Touring Steptronic M Sport Pro,59900.00,01.2023,24000,374,Automatikgetriebe
BMW,X5 xDrive 30d M Sport Steptronic,,08.2017,98000,258,Automatikgetriebe
BMW,X3 M40d Individual Steptronic,49999.00,05.2019,36900,326,Automatikgetriebe
BMW,430i Gran Coupé xDrive Luxury Line Steptronic,,05.2018,165000,252,Automatikgetriebe
BMW,435i Coupé xDrive Sport Line Steptronic,36900.00,01.2015,35000,306,Automatikgetriebe
BMW,Z3 2.8i Roadster,14900.00,06.1997,108000,192,Schaltgetriebe
BMW,M240i xDrive Steptronic,,02.2018,35000,340,Automatikgetriebe
BMW,X3 xDrive M40i Steptronic,34900.00,02.2018,81000,360,Automatikgetriebe
BMW,520d xDrive Touring Sport Line Steptronic,16499.00,11.2019,271000,190,Automatikgetriebe
BMW,Z4 3.0si Roadster,,04.2007,73000,265,Schaltgetriebe
BMW,M4 Cabrio Competit.M xDr,139900.00,Neues Fahrzeug,10,530,Automatikgetriebe
BMW,X7 xDr 48 40d M Sport Pro,111900.00,09.2023,12000,340,Automatikgetriebe
BMW,120d xDrive Pure M Sport,35900.00,05.2024,29600,190,Automatikgetriebe
BMW,218i Active Tourer,36666.00,12.2023,9121,136,Automatikgetriebe
BMW,M440i xDrive 48V Cabriolet Steptronic,43900.00,06.2021,70500,374,Automatikgetriebe
BMW,M4 Cabriolet DKG,49890.00,05.2015,87000,431,Automatikgetriebe
BMW,2800 CS,48900.00,04.1970,104900,170,Automatikgetriebe
BMW,220d xDrive Gran Tourer Steptronic M Sport,29900.00,11.2021,61000,190,Automatikgetriebe
BMW,X6 M50d Steptronic,29900.00,12.2016,187000,381,Automatikgetriebe
BMW,X2 20d xDrive paddles,56900.00,07.2024,16900,163,Automatikgetriebe
BMW,650i Coupé xDrive,29900.00,03.2015,116000,450,Automatikgetriebe
BMW,X1 xDrive 25e Steptronic,25900.00,07.2021,30000,220,Automatikgetriebe
BMW,320d xDrive 48V Touring Steptronic,26997.00,07.2022,89000,190,Automatikgetriebe
BMW,M6 Coupé Drivelogic,65900.00,03.2017,55000,560,Automatikgetriebe
BMW,X3 M xDrive 30d Steptronic,16000.00,08.2012,135000,258,Automatikgetriebe
BMW,X1 xDrive 25i M Sport Steptronic,20900.00,10.2017,102000,231,Automatikgetriebe
BMW,530d xDrive Touring Sport Line Steptronic,27950.00,2018,107564,265,Automatikgetriebe
BMW,850i A,59999.00,01.1992,58584,300,Automatikgetriebe
BMW,Z4 M Roadster,34800.00,12.2006,80420,343,Schaltgetriebe
BMW,1er M Coupé,45900.00,06.2012,84000,340,Schaltgetriebe
BMW,i3 120 Ah,18900.00,12.2020,61000,170,Automatikgetriebe
BMW,M235i xDrive Gran Coupé,39600.00,03.2021,37500,306,Automatikgetriebe
BMW,X7 40d xDrive SAG,98800.00,10.2023,19000,351,Automatikgetriebe
BMW,M440i xDrive 48V Coupé M Sport PRO Steptronic,57990.00,09.2022,55500,374,Automatikgetriebe
BMW,M340d xDrive 48V Touring,43800.00,03.2021,73600,340,Automatikgetriebe
BMW,428i Cabriolet xDrive Sport Line Steptronic,23490.00,02.2016,103000,245,Automatikgetriebe
BMW,X5 45e xDrive,61900.00,01.2021,63500,394,Automatikgetriebe
BMW,118i,33800.00,05.2024,25450,136,Automatikgetriebe
BMW,i4 eDrive 35,46900.00,12.2023,9600,286,Automatikgetriebe
BMW,i4 M50,89900.00,03.2025,4000,544,Automatikgetriebe
BMW,1er M Coupé,49900.00,09.2011,93000,340,Schaltgetriebe
BMW,X5 xDrive M50d Steptronic,38900.00,10.2017,154000,381,Automatikgetriebe
BMW,X5 xDrive 48V 40d M Sport Steptronic,78000.00,12.2022,55000,340,Automatikgetriebe
BMW,X3 xDrive 30d M Sport Steptronic,34900.00,11.2018,107000,265,Automatikgetriebe
BMW,BMW M4 Cabrio Competition | UVP CHF 132'500.– | Vollausstattung | CH-Fahrzeug,60490.00,06.2018,52000,450,Automatikgetriebe
BMW,118i Pure M Sport Steptronic,29900.00,04.2023,24500,136,Automatikgetriebe
BMW,M2 Competition Drivelogic,42980.00,01.2019,112000,410,Automatikgetriebe
BMW,X4 xDrive 28i M Sport Steptronic,29900.00,04.2016,43500,245,Automatikgetriebe
BMW,X3 xDrive 35d M Sport Steptronic,51900.00,11.2016,11000,313,Automatikgetriebe
BMW,120d M Sport Steptronic,14800.00,12.2015,155000,190,Automatikgetriebe
BMW,i4 eDrive35,42900.00,05.2023,30000,286,Automatikgetriebe
BMW,i3 120 Ah,23500.00,12.2020,9000,184,Automatikgetriebe
BMW,550e xDrive,91900.00,03.2024,21000,489,Automatikgetriebe
BMW,540d xDrive Touring,104300.00,Neues Fahrzeug,10,303,Automatikgetriebe
BMW,530d xDrive Touring,48900.00,10.2023,19000,296,Automatikgetriebe
BMW,520d xDrive Touring,99600.00,02.2025,3000,208,Automatikgetriebe
BMW,i4 M50,64950.00,04.2024,12000,544,Automatikgetriebe
BMW,X1 xDrive M35i M Sportpaket Pro,78800.00,Neues Fahrzeug,1,300,Automatikgetriebe
BMW,120i Pure M Sport Steptronic,36400.00,07.2024,16300,178,Automatikgetriebe
BMW,520d xDrive Touring,87800.00,Neues Fahrzeug,10,208,Automatikgetriebe
BMW,i8 Coupé,,12.2016,78000,361,Automatikgetriebe
BMW,X3 xDrive 30d M Sport Steptronic,27900.00,04.2017,95796,258,Automatikgetriebe
BMW,525d Touring xDrive Steptronic,7500.00,01.2015,289000,218,Automatikgetriebe
BMW,M4 Coupé Competition DKG,68900.00,02.2020,43000,450,Automatikgetriebe
BMW,320d xDrive Coupé,,10.2012,194953,184,Schaltgetriebe
BMW,330d xDrive Touring M Sport Line Steptronic,,05.2016,198000,258,Automatikgetriebe
BMW,M3 Cabriolet,29999.00,12.2003,198000,343,Automatikgetriebe
BMW,530d Touring xDrive Luxury Line Steptronic,15900.00,09.2013,227000,258,Automatikgetriebe
BMW,218d xDrive Active Tourer Steptronic Sport Line,,12.2018,57000,150,Automatikgetriebe
BMW,M140i xDrive Steptronic,29700.00,10.2016,92200,340,Automatikgetriebe
BMW,420i SAG Cabrio,49900.00,02.2023,35000,184,Automatikgetriebe
BMW,330i xDrive SAG Touring,83900.00,02.2025,4000,245,Automatikgetriebe
BMW,330d xDrive Touring,52900.00,05.2024,23500,296,Automatikgetriebe
BMW,330d xDrive SAG Touring,52900.00,04.2024,24000,296,Automatikgetriebe
BMW,320d xDrive Touring,41900.00,01.2024,32000,201,Automatikgetriebe
BMW,320d xDrive SAG Touring,49900.00,07.2024,25000,201,Automatikgetriebe
BMW,320d xDrive SAG Touring,48900.00,06.2024,24000,201,Automatikgetriebe
BMW,320d xDrive Touring,41900.00,12.2023,19000,201,Automatikgetriebe
BMW,223 Active Tourer 223d xDrive SDKG Active Tourer,64400.00,Neues Fahrzeug,10,211,Automatikgetriebe
BMW,223 Active Tourer 223d xDrive SDKG Active Tourer,36900.00,12.2023,25000,211,Automatikgetriebe
BMW,120d xDrive Steptronic,30500.00,05.2021,57000,190,Automatikgetriebe
BMW,650i Steptronic,15500.00,11.2009,146000,367,Automatikgetriebe
BMW,X4 xDrive 48V 30d M Sport Steptronic,49900.00,11.2020,68000,286,Automatikgetriebe
BMW,528i xDrive Touring Steptronic,14000.00,10.2013,140000,245,Automatikgetriebe
BMW,M850i xDrive Gran Coupé,66600.00,03.2020,74900,530,Automatikgetriebe
BMW,325iX A,17800.00,01.1990,152746,170,Automatikgetriebe
BMW,440i Coupé xDrive M Sport Steptronic,25950.00,04.2017,129000,326,Automatikgetriebe
BMW,Z4 M40i Steptronic,,06.2020,40000,340,Automatikgetriebe
BMW,M235i xDrive Steptronic - M Performance extras,25999.00,02.2015,101370,326,Automatikgetriebe
BMW,X6M Steptronic,39900.00,12.2015,113000,575,Automatikgetriebe
BMW,223 Active Tourer 223d xDrive SDKG Active Tourer,36900.00,12.2023,28999,211,Automatikgetriebe
BMW,123 xDrive,52500.00,Neues Fahrzeug,10,218,Automatikgetriebe
BMW,123 xDrive,54900.00,Neues Fahrzeug,10,218,Automatikgetriebe
BMW,123 xDrive,55800.00,Neues Fahrzeug,10,218,Automatikgetriebe
BMW,120d xDrive SAG,34900.00,05.2024,27000,190,Automatikgetriebe
BMW,120d xDrive SAG,37900.00,05.2024,22000,190,Automatikgetriebe
BMW,520d xDrive Touring,51900.00,05.2024,27600,201,Automatikgetriebe
BMW,120d,52800.00,Neues Fahrzeug,10,163,Automatikgetriebe
BMW,120d,58900.00,Neues Fahrzeug,10,163,Automatikgetriebe
BMW,120d,58900.00,Neues Fahrzeug,10,163,Automatikgetriebe
BMW,i8 Coupé,99000.00,01.2020,28000,374,Automatikgetriebe
BMW,435i Gran Coupé xDrive Sport Line Steptronic,25000.00,07.2014,168000,313,Automatikgetriebe
BMW,525d,19500.00,08.2012,168000,218,Automatikgetriebe
BMW,540i xDrive Luxury Line Steptronic,37000.00,04.2018,73000,340,Automatikgetriebe
BMW,i8 Roadster,124900.00,07.2019,8200,374,Automatikgetriebe
BMW,X4 M40i Steptronic,43500.00,09.2020,92000,360,Automatikgetriebe
BMW,535d GT xDrive Luxury Line Steptronic,29000.00,05.2016,101000,313,Automatikgetriebe
BMW,650i Gran Coupé xDrive,59900.00,05.2017,50000,450,Automatikgetriebe
